hotel_id,name,city,state,star_rating,price_per_night_inr,property_type,vegetarian_restaurant,wifi_available,parking_available,ac_available,latitude,longitude,gym_available,pool_available,spa_available,business_center,room_service,metro_distance_km,railway_distance_km,airport_distance_km,chain_name
178,Oberoi Bangalore,Bangalore,Karnataka,4.2,6298,Hotel,False,True,True,False,,,False,True,False,True,False,14.4,19.5,19.1,Leela
179,Jaipur Grand Hotel,Jaipur,Rajasthan,2.5,9735,Resort,False,True,False,True,,,False,False,True,True,True,,15.0,10.4,
180,Hyatt Mumbai,Mumbai,Maharashtra,3.2,10158,Resort,True,False,True,False,35.187339,69.158277,True,False,False,False,True,,7.0,14.9,
181,Hilton Bangalore,Bangalore,Karnataka,2.7,18052,Resort,False,False,True,False,14.18726,77.624622,False,True,True,False,False,9.8,18.5,16.0,Leela
182,Treebo Mumbai,Mumbai,Maharashtra,4.7,13996,Hotel,False,False,False,True,,,False,False,False,True,False,,4.7,28.1,
183,Leela Palace Delhi,Delhi,Delhi,4.9,19128,Business Hotel,True,True,True,True,,,True,False,True,True,True,5.3,2.7,7.4,Oberoi
184,Hilton Kolkata,Kolkata,West Bengal,2.7,8959,Guesthouse,False,False,False,False,8.489838,87.525663,True,True,True,False,True,10.4,12.5,17.7,
185,Hyatt Ahmedabad,Ahmedabad,Gujarat,3.5,2509,Boutique Hotel,True,True,True,False,,,False,True,False,False,True,8.5,3.3,5.2,
186,Hyatt Lucknow,Lucknow,Uttar Pradesh,3.8,4289,Guesthouse,True,False,True,False,,,True,True,True,True,False,3.1,16.2,43.4,
187,Marriott Jaipur,Jaipur,Rajasthan,4.1,3896,Guesthouse,True,False,True,True,,,False,True,True,True,False,,18.1,19.3,Marriott
188,Radisson Ahmedabad,Ahmedabad,Gujarat,4.0,11516,Heritage Property,True,False,False,False,17.083229,90.784143,False,False,False,True,False,,9.8,21.1,
189,Marriott Kolkata,Kolkata,West Bengal,3.9,7259,Heritage Property,True,False,True,True,33.703739,70.217409,True,False,True,True,False,15.0,10.0,39.9,Taj
190,Hyatt Hyderabad,Hyderabad,Telangana,3.1,11035,Resort,False,True,False,False,27.217676,92.591473,True,True,False,True,True,8.7,17.6,11.6,
191,Radisson Ahmedabad,Ahmedabad,Gujarat,2.6,17479,Resort,True,False,False,True,13.996448,94.324057,False,True,True,False,True,,10.9,42.3,Hilton
192,Lemon Tree Kolkata,Kolkata,West Bengal,3.9,7196,Boutique Hotel,False,False,True,False,34.31003,82.974782,False,False,True,True,False,1.6,13.2,14.5,Marriott
193,Leela Palace Bangalore,Bangalore,Karnataka,3.4,5377,Heritage Property,True,False,False,True,21.885625,74.110415,True,True,True,True,True,7.9,17.9,11.6,Hyatt
194,Oberoi Bangalore,Bangalore,Karnataka,4.8,18429,Boutique Hotel,True,False,True,True,36.790499,93.15177,True,True,False,True,False,,12.3,8.1,Hyatt
195,Hyatt Pune,Pune,Maharashtra,2.8,2042,Resort,False,True,True,True,25.827697,69.13206,True,True,False,True,True,,15.7,34.2,
196,Hyatt Jaipur,Jaipur,Rajasthan,3.4,2923,Heritage Property,False,True,False,False,31.33401,94.327907,True,False,True,False,False,,18.3,8.8,
197,Hilton Lucknow,Lucknow,Uttar Pradesh,3.5,7693,Hotel,True,True,True,False,27.945235,77.16115,False,False,False,False,False,,19.8,22.9,ITC
198,Hyatt Chennai,Chennai,Tamil Nadu,3.9,19770,Boutique Hotel,True,False,False,False,,,False,True,True,True,False,,19.0,9.5,
199,Hyatt Jaipur,Jaipur,Rajasthan,4.5,19541,Business Hotel,True,True,False,True,,,False,False,True,True,False,1.7,1.7,22.3,
200,Lemon Tree Pune,Pune,Maharashtra,4.1,10887,Heritage Property,True,True,False,False,32.666461,94.991996,True,True,True,True,True,10.0,19.5,8.9,
201,Hyatt Kolkata,Kolkata,West Bengal,3.4,14448,Boutique Hotel,True,True,True,True,29.058023,84.214302,False,False,True,True,False,,11.9,16.7,
202,Hilton Pune,Pune,Maharashtra,2.8,3871,Business Hotel,False,False,True,False,,,False,False,False,False,True,,19.3,25.6,
203,Lemon Tree Ahmedabad,Ahmedabad,Gujarat,4.7,17293,Hotel,False,True,False,True,14.667974,77.15619,True,False,True,False,True,11.4,7.5,30.0,
204,Marriott Bangalore,Bangalore,Karnataka,3.3,8661,Business Hotel,False,True,True,False,,,False,True,True,True,True,,7.8,40.1,Leela
205,Taj Delhi,Delhi,Delhi,4.2,17643,Business Hotel,True,True,False,False,22.277871,96.575479,False,False,True,False,False,8.9,2.0,41.0,
206,Hilton Ahmedabad,Ahmedabad,Gujarat,2.6,12879,Boutique Hotel,True,False,True,False,8.24414,87.548989,False,False,False,True,False,7.3,12.6,21.5,Oberoi
207,Hyatt Ahmedabad,Ahmedabad,Gujarat,3.0,13699,Guesthouse,False,False,False,True,36.398901,87.894345,False,True,False,False,True,14.4,3.8,41.3,
208,Hyatt Bangalore,Bangalore,Karnataka,3.7,18441,Business Hotel,False,False,False,False,24.467201,79.553655,True,True,False,False,True,5.4,7.9,30.2,
209,Radisson Kolkata,Kolkata,West Bengal,2.5,5472,Guesthouse,True,True,False,False,22.802891,90.467587,False,False,False,True,True,,18.6,24.0,Oberoi
210,Lemon Tree Lucknow,Lucknow,Uttar Pradesh,3.5,3837,Hotel,True,False,True,False,16.449334,75.756699,False,False,False,False,False,12.9,3.4,15.6,
211,OYO Kolkata Premium,Kolkata,West Bengal,4.3,4123,Resort,True,False,True,True,33.482038,83.904579,True,True,False,True,True,,17.8,18.9,Hyatt
212,OYO Chennai Premium,Chennai,Tamil Nadu,3.2,5642,Resort,True,True,True,False,,,False,False,False,True,True,7.1,15.2,44.5,Hilton
213,Hilton Pune,Pune,Maharashtra,4.1,18991,Guesthouse,False,False,True,True,18.607716,75.534404,True,False,False,False,True,,10.3,39.0,Taj
214,Kolkata Grand Hotel,Kolkata,West Bengal,4.4,11098,Business Hotel,True,True,False,True,24.256076,79.44781,False,True,False,True,False,,10.8,41.0,Hyatt
215,OYO Lucknow Premium,Lucknow,Uttar Pradesh,4.2,10828,Heritage Property,False,False,True,True,16.398264,86.469889,False,False,True,False,True,14.6,1.4,48.8,
216,Oberoi Kolkata,Kolkata,West Bengal,2.8,15866,Heritage Property,True,True,True,True,14.298454,80.187048,False,False,False,True,False,11.4,3.8,17.0,
217,Taj Pune,Pune,Maharashtra,3.9,7450,Resort,False,False,True,True,,,False,False,True,True,True,11.7,10.9,49.2,
218,Hyatt Ahmedabad,Ahmedabad,Gujarat,4.2,11727,Guesthouse,True,True,True,False,16.665579,78.452373,True,True,False,False,True,4.5,3.3,40.5,Leela
219,Mumbai Grand Hotel,Mumbai,Maharashtra,4.0,17073,Heritage Property,True,False,True,True,10.650645,85.940701,True,True,False,True,True,3.9,19.7,40.5,
220,Marriott Hyderabad,Hyderabad,Telangana,4.3,2199,Heritage Property,False,False,True,False,,,False,False,True,True,False,7.3,17.5,31.9,Hilton
221,Leela Palace Jaipur,Jaipur,Rajasthan,2.7,6579,Boutique Hotel,False,False,False,False,26.502756,78.992264,False,True,False,True,False,10.4,15.5,11.9,Taj
222,Radisson Kolkata,Kolkata,West Bengal,3.5,12052,Hotel,True,True,True,True,8.906939,71.1046,False,False,False,True,False,10.9,1.2,46.4,Taj
223,Taj Ahmedabad,Ahmedabad,Gujarat,3.7,3489,Guesthouse,False,False,True,False,29.29471,92.199238,True,True,True,False,True,10.0,11.8,47.6,Leela
224,OYO Jaipur Premium,Jaipur,Rajasthan,3.9,4957,Heritage Property,False,False,False,True,13.2315,79.645158,False,False,False,False,False,9.7,16.7,19.6,ITC
225,Lemon Tree Chennai,Chennai,Tamil Nadu,3.9,13790,Business Hotel,False,False,False,False,,,False,True,True,False,True,3.7,17.3,6.0,Taj
226,Hilton Kolkata,Kolkata,West Bengal,3.8,6569,Hotel,True,False,False,True,18.645404,84.882515,True,False,True,True,False,,4.3,42.2,Radisson
227,Taj Lucknow,Lucknow,Uttar Pradesh,4.0,11343,Hotel,False,True,True,False,31.697109,80.07913,True,True,False,True,False,5.1,11.7,19.7,
228,Leela Palace Chennai,Chennai,Tamil Nadu,2.6,14373,Boutique Hotel,True,True,False,False,,,True,False,True,False,False,7.8,15.7,10.9,Marriott
229,Marriott Bangalore,Bangalore,Karnataka,3.9,17486,Boutique Hotel,True,True,True,True,20.471906,87.857401,True,False,False,False,False,5.5,13.5,39.6,
230,Radisson Bangalore,Bangalore,Karnataka,4.0,15990,Business Hotel,True,False,True,True,18.840803,89.97428,True,True,True,True,False,10.6,3.1,25.3,
231,Radisson Mumbai,Mumbai,Maharashtra,3.0,19129,Resort,True,False,False,True,27.379557,78.921593,True,False,True,True,False,10.6,6.2,25.9,
232,Taj Mumbai,Mumbai,Maharashtra,3.5,10390,Heritage Property,False,True,True,False,,,True,False,True,False,False,,11.1,13.4,
233,Marriott Jaipur,Jaipur,Rajasthan,3.9,2204,Hotel,True,False,False,False,12.553152,78.056617,True,False,True,False,False,,16.5,6.3,Radisson
234,Oberoi Jaipur,Jaipur,Rajasthan,3.1,12699,Boutique Hotel,True,True,False,True,24.614058,80.367485,False,True,True,True,True,,6.9,36.7,Marriott
235,Leela Palace Jaipur,Jaipur,Rajasthan,3.6,6256,Heritage Property,True,False,True,True,32.346153,72.220162,False,False,False,False,False,3.2,3.5,6.2,Marriott
236,Lemon Tree Lucknow,Lucknow,Uttar Pradesh,3.2,9066,Business Hotel,True,True,True,False,30.614961,71.888512,False,False,True,False,False,2.9,5.3,23.4,
237,Oberoi Mumbai,Mumbai,Maharashtra,4.9,8792,Heritage Property,True,True,True,True,,,False,False,False,True,False,1.1,15.0,22.1,
238,Hyatt Hyderabad,Hyderabad,Telangana,4.0,19068,Business Hotel,True,True,False,False,,,False,True,False,True,True,6.3,6.8,42.2,Leela
239,Leela Palace Ahmedabad,Ahmedabad,Gujarat,3.6,3287,Heritage Property,True,False,False,True,,,False,False,False,False,True,9.1,14.5,14.1,ITC
240,Taj Ahmedabad,Ahmedabad,Gujarat,3.1,6873,Heritage Property,True,True,True,False,10.47389,88.511094,True,False,False,True,True,,11.7,34.7,
241,Leela Palace Bangalore,Bangalore,Karnataka,4.7,7361,Heritage Property,True,False,False,False,,,False,True,True,True,True,11.6,1.2,27.4,
242,Hilton Ahmedabad,Ahmedabad,Gujarat,4.5,17669,Resort,True,False,False,False,25.43528,68.190618,False,True,True,True,True,5.6,3.8,6.5,
243,Lemon Tree Lucknow,Lucknow,Uttar Pradesh,3.2,4373,Hotel,True,False,True,True,25.721603,88.053895,True,False,False,True,True,,7.1,45.4,
244,Hyatt Delhi,Delhi,Delhi,4.6,3627,Guesthouse,False,True,True,False,19.998979,74.085516,True,True,False,False,False,,7.0,28.6,Taj
245,Radisson Lucknow,Lucknow,Uttar Pradesh,4.8,19936,Boutique Hotel,False,False,True,True,,,True,True,True,False,True,,4.9,32.7,
246,Hyatt Pune,Pune,Maharashtra,2.6,12957,Business Hotel,True,True,True,False,9.967246,76.708236,True,True,False,False,False,,12.7,6.3,
247,ITC Bangalore,Bangalore,Karnataka,3.3,12573,Heritage Property,False,False,True,True,26.188814,93.869691,False,False,False,True,False,10.3,11.5,5.8,
248,Treebo Lucknow,Lucknow,Uttar Pradesh,3.3,13086,Hotel,True,False,True,False,,,True,False,True,True,False,,7.0,6.4,
249,Taj Pune,Pune,Maharashtra,3.7,9287,Guesthouse,False,False,True,False,18.852255,69.084456,False,True,False,True,True,7.5,17.6,19.0,Oberoi
250,Leela Palace Hyderabad,Hyderabad,Telangana,4.4,4719,Business Hotel,True,True,True,False,33.079496,71.359244,True,False,False,True,True,10.1,6.9,31.0,Taj
251,Treebo Kolkata,Kolkata,West Bengal,4.7,12014,Resort,True,False,False,False,,,False,True,True,False,True,9.5,10.8,14.3,
252,Hilton Hyderabad,Hyderabad,Telangana,3.3,6138,Heritage Property,False,True,True,True,33.87505,83.676736,False,True,True,False,True,6.2,14.4,45.1,Taj
253,Lemon Tree Ahmedabad,Ahmedabad,Gujarat,3.4,12389,Resort,True,False,True,True,,,False,True,False,False,False,14.2,3.7,45.3,
254,Radisson Kolkata,Kolkata,West Bengal,3.5,12324,Guesthouse,False,False,True,True,18.191784,81.376009,True,True,False,True,False,1.5,6.7,25.7,Marriott
255,Hyatt Lucknow,Lucknow,Uttar Pradesh,3.1,9485,Business Hotel,True,False,False,True,31.603555,85.138136,False,False,True,True,True,,14.5,42.7,
256,Lemon Tree Delhi,Delhi,Delhi,4.0,12161,Business Hotel,True,False,True,False,,,False,False,False,True,True,2.5,12.0,39.0,Oberoi
257,Leela Palace Mumbai,Mumbai,Maharashtra,4.2,16343,Business Hotel,False,False,False,True,33.445335,76.692325,False,False,False,True,True,,10.7,43.1,
258,Kolkata Grand Hotel,Kolkata,West Bengal,3.4,19485,Hotel,True,False,True,False,,,False,False,False,False,False,10.1,10.0,13.5,Hyatt
259,Radisson Pune,Pune,Maharashtra,4.6,6555,Guesthouse,True,True,True,True,12.175881,93.661772,True,True,True,False,False,,14.2,46.9,
260,Leela Palace Lucknow,Lucknow,Uttar Pradesh,3.6,15397,Business Hotel,False,False,False,True,25.532624,84.760217,True,False,False,False,True,,11.8,36.7,
261,Lemon Tree Delhi,Delhi,Delhi,3.7,4123,Resort,False,False,True,True,26.289223,87.248371,False,True,False,True,False,13.6,11.9,19.9,
262,Oberoi Hyderabad,Hyderabad,Telangana,3.2,2657,Heritage Property,False,False,True,False,24.61294,87.033277,False,False,True,True,True,,6.3,11.0,Taj
263,Oberoi Kolkata,Kolkata,West Bengal,4.6,1965,Heritage Property,True,True,True,False,13.086582,90.693303,True,False,True,True,True,,15.3,23.6,ITC
264,ITC Pune,Pune,Maharashtra,4.2,6981,Resort,False,True,False,True,21.456433,81.810726,False,False,False,False,True,6.8,6.5,40.9,Leela
265,Treebo Pune,Pune,Maharashtra,3.3,18875,Heritage Property,True,True,False,False,26.909912,75.905127,False,False,False,True,True,10.3,19.9,19.1,Oberoi
266,Treebo Mumbai,Mumbai,Maharashtra,2.5,3726,Hotel,False,True,True,False,29.032269,75.304987,True,True,True,True,True,,3.5,34.5,Oberoi
267,Leela Palace Lucknow,Lucknow,Uttar Pradesh,4.7,7537,Guesthouse,False,False,True,False,,,False,False,True,True,False,,8.3,20.0,Hyatt
268,Oberoi Mumbai,Mumbai,Maharashtra,4.9,10172,Resort,False,True,False,True,13.174823,82.269662,True,True,False,False,True,1.5,14.8,40.0,Hyatt
269,Marriott Mumbai,Mumbai,Maharashtra,2.9,1528,Hotel,False,False,True,False,,,False,False,False,False,True,0.5,19.1,41.8,
270,Taj Ahmedabad,Ahmedabad,Gujarat,3.9,13261,Guesthouse,False,False,True,True,32.74692,77.861821,False,True,True,True,False,,6.7,22.6,
271,Treebo Delhi,Delhi,Delhi,4.2,17441,Hotel,False,True,True,True,28.872432,85.195417,False,False,False,True,True,5.4,14.7,23.2,Oberoi
272,Treebo Chennai,Chennai,Tamil Nadu,4.2,16519,Heritage Property,True,True,True,True,,,False,True,True,True,True,1.2,6.8,40.7,Taj
273,Lemon Tree Ahmedabad,Ahmedabad,Gujarat,2.9,3595,Hotel,True,False,True,True,,,False,True,True,False,True,,12.3,20.1,Hyatt
274,Oberoi Delhi,Delhi,Delhi,2.9,15103,Resort,False,True,False,True,,,False,True,True,False,True,3.1,2.7,34.3,Oberoi
275,Hyatt Kolkata,Kolkata,West Bengal,4.2,17097,Heritage Property,True,True,True,False,19.948908,95.204599,True,True,False,True,False,0.6,5.5,10.3,
276,Taj Jaipur,Jaipur,Rajasthan,4.0,19185,Business Hotel,True,False,True,False,11.267695,72.327305,False,False,True,True,True,5.8,5.0,16.3,
277,Marriott Lucknow,Lucknow,Uttar Pradesh,2.6,3218,Business Hotel,True,True,True,False,10.054925,74.823695,False,True,False,True,True,1.9,15.0,44.1,Marriott
278,ITC Pune,Pune,Maharashtra,2.7,17373,Hotel,False,True,True,False,18.831067,81.274466,False,True,False,True,True,,2.1,11.1,Marriott
279,Marriott Ahmedabad,Ahmedabad,Gujarat,3.5,12758,Resort,False,True,True,True,32.852239,82.187189,False,False,False,True,False,,5.7,19.7,
280,ITC Lucknow,Lucknow,Uttar Pradesh,4.7,6381,Business Hotel,True,False,True,True,,,True,False,False,False,True,4.0,11.6,5.6,
281,ITC Pune,Pune,Maharashtra,2.8,11192,Resort,True,True,False,False,21.319202,84.541043,False,False,True,False,True,,8.0,25.9,
282,Treebo Mumbai,Mumbai,Maharashtra,2.7,12408,Business Hotel,True,False,False,False,25.762536,84.681652,False,True,False,True,True,7.2,1.8,21.5,Oberoi
283,OYO Jaipur Premium,Jaipur,Rajasthan,2.7,8208,Resort,False,True,True,False,,,True,True,False,False,False,6.6,2.0,21.8,
284,Marriott Ahmedabad,Ahmedabad,Gujarat,3.8,5520,Boutique Hotel,False,False,False,True,33.63539,70.531954,False,True,True,True,False,2.6,3.9,14.2,ITC
285,Oberoi Mumbai,Mumbai,Maharashtra,3.5,19241,Resort,False,False,False,False,,,True,True,True,False,False,10.0,15.9,26.9,Leela
286,Hilton Jaipur,Jaipur,Rajasthan,3.6,11464,Business Hotel,True,False,True,False,18.785167,76.356242,True,False,False,False,True,,4.1,29.1,
287,Leela Palace Bangalore,Bangalore,Karnataka,4.6,6529,Resort,True,True,True,False,20.78577,78.720492,False,False,True,False,False,2.9,6.7,46.4,Taj
288,Marriott Pune,Pune,Maharashtra,4.4,16509,Guesthouse,True,True,False,False,16.404988,95.376276,True,False,False,True,False,,3.6,29.8,
289,Kolkata Grand Hotel,Kolkata,West Bengal,3.5,8720,Boutique Hotel,False,True,False,True,13.659343,83.266581,False,True,True,True,False,,19.2,48.9,
290,ITC Pune,Pune,Maharashtra,3.7,18262,Hotel,False,False,True,False,18.812103,76.254861,True,True,False,False,False,12.2,19.4,24.1,Hilton
291,Leela Palace Pune,Pune,Maharashtra,4.6,4320,Resort,True,False,False,False,35.842764,89.927308,False,False,True,False,True,12.6,6.5,27.1,Hyatt
292,Lemon Tree Kolkata,Kolkata,West Bengal,3.3,19826,Heritage Property,False,True,True,True,16.704913,86.576101,True,False,False,True,False,,13.3,6.3,
293,Marriott Kolkata,Kolkata,West Bengal,5.0,3686,Business Hotel,False,False,False,False,21.805181,88.133108,False,True,True,True,False,10.6,7.8,7.4,Taj
294,Hyatt Hyderabad,Hyderabad,Telangana,4.1,13164,Hotel,False,False,True,True,,,True,False,False,False,False,,14.1,9.3,Oberoi
295,Radisson Lucknow,Lucknow,Uttar Pradesh,4.6,1922,Resort,False,False,False,False,34.412851,70.970118,True,True,False,False,True,2.4,1.3,20.7,Leela
296,Leela Palace Hyderabad,Hyderabad,Telangana,4.5,18641,Guesthouse,True,False,True,True,32.847641,72.128421,True,True,True,False,True,11.7,15.4,6.9,ITC
297,Delhi Grand Hotel,Delhi,Delhi,4.5,18325,Business Hotel,True,False,True,False,16.747728,68.2979,True,True,True,False,True,12.8,18.9,47.7,Oberoi
298,Radisson Hyderabad,Hyderabad,Telangana,2.9,17904,Heritage Property,True,True,True,True,28.758537,95.96365,True,True,False,False,True,14.4,4.4,21.0,Taj
299,Hyatt Pune,Pune,Maharashtra,3.0,8956,Boutique Hotel,True,False,True,False,11.941459,90.105937,True,True,False,False,True,7.1,15.0,35.9,
300,ITC Ahmedabad,Ahmedabad,Gujarat,3.9,11022,Boutique Hotel,True,True,False,False,36.962976,82.257803,True,True,True,False,False,,19.6,38.4,Hilton
301,Taj Bangalore,Bangalore,Karnataka,3.4,8023,Guesthouse,True,False,True,True,,,False,False,False,False,False,,19.1,49.4,
302,Oberoi Jaipur,Jaipur,Rajasthan,2.9,16397,Hotel,True,False,False,False,35.329687,68.861982,True,False,True,True,False,,7.2,18.6,
303,Taj Lucknow,Lucknow,Uttar Pradesh,4.4,18537,Boutique Hotel,False,True,False,False,15.588293,77.964854,True,True,False,True,False,12.9,9.4,6.6,
304,Hilton Bangalore,Bangalore,Karnataka,4.1,11430,Heritage Property,True,False,False,True,19.283334,90.156323,False,False,False,True,True,7.7,19.4,32.8,
305,Oberoi Hyderabad,Hyderabad,Telangana,3.3,2422,Business Hotel,True,True,False,False,,,False,False,True,False,False,,8.8,7.5,
306,ITC Chennai,Chennai,Tamil Nadu,3.1,11726,Business Hotel,True,True,False,True,8.571648,77.457388,False,False,True,False,True,,8.2,22.6,Hyatt
307,Taj Lucknow,Lucknow,Uttar Pradesh,4.5,4778,Heritage Property,True,False,False,False,16.686106,96.113405,True,False,False,True,False,,8.6,15.2,Oberoi
308,OYO Delhi Premium,Delhi,Delhi,4.6,4604,Business Hotel,False,False,True,False,18.072178,70.223186,False,False,False,True,False,9.6,9.6,39.4,
309,Bangalore Grand Hotel,Bangalore,Karnataka,4.1,18415,Resort,False,True,False,False,,,False,True,True,False,False,2.7,14.0,18.5,
310,Hyatt Pune,Pune,Maharashtra,3.3,3611,Heritage Property,True,False,False,False,15.436952,85.435736,True,True,True,True,False,8.6,9.3,34.1,Oberoi
311,ITC Mumbai,Mumbai,Maharashtra,2.9,5970,Hotel,False,False,True,True,,,True,True,False,False,True,,8.7,21.4,Taj
312,Hyatt Delhi,Delhi,Delhi,4.9,6105,Resort,True,True,False,False,,,False,False,False,True,False,2.0,5.1,17.4,Oberoi
313,Oberoi Pune,Pune,Maharashtra,4.7,3332,Boutique Hotel,False,True,False,False,15.144054,76.054279,True,False,False,False,False,14.5,12.5,42.9,
314,OYO Mumbai Premium,Mumbai,Maharashtra,4.8,9353,Guesthouse,False,False,False,True,14.855075,80.829681,False,False,True,True,False,13.4,18.4,33.4,Hyatt
315,Pune Grand Hotel,Pune,Maharashtra,3.2,4124,Boutique Hotel,False,False,False,False,,,True,False,True,False,False,,16.5,38.2,
316,OYO Ahmedabad Premium,Ahmedabad,Gujarat,2.6,3207,Heritage Property,True,False,True,True,26.220592,77.097932,True,True,False,False,False,11.2,6.0,35.9,ITC
317,Oberoi Hyderabad,Hyderabad,Telangana,3.0,15082,Guesthouse,True,False,False,True,8.666133,84.19737,True,True,False,True,False,,4.2,23.0,
318,Lemon Tree Pune,Pune,Maharashtra,3.2,4418,Guesthouse,True,True,True,False,,,False,True,True,True,True,,16.5,17.0,
319,Hyatt Ahmedabad,Ahmedabad,Gujarat,2.8,8270,Business Hotel,True,False,True,False,30.981443,68.83442,True,False,True,False,False,7.3,17.6,48.8,
320,Treebo Pune,Pune,Maharashtra,3.0,14066,Heritage Property,False,False,True,True,9.511266,95.000874,True,True,False,False,False,,13.8,11.0,Marriott
321,Jaipur Grand Hotel,Jaipur,Rajasthan,4.0,10029,Resort,False,False,False,True,28.597412,80.55496,True,True,False,False,False,,6.4,44.5,Marriott
322,Oberoi Lucknow,Lucknow,Uttar Pradesh,3.8,15779,Resort,False,False,True,False,12.310003,74.665956,True,False,False,True,False,5.7,14.5,26.8,Radisson
323,Taj Ahmedabad,Ahmedabad,Gujarat,4.6,6351,Hotel,False,True,True,False,12.880555,82.753395,True,True,False,True,True,,13.9,44.9,Leela
324,Oberoi Mumbai,Mumbai,Maharashtra,4.2,5497,Boutique Hotel,False,True,False,True,21.346762,88.523493,True,False,True,False,False,,20.0,45.8,Radisson
325,Leela Palace Lucknow,Lucknow,Uttar Pradesh,3.0,3095,Heritage Property,False,False,True,True,25.466454,70.683979,False,True,True,True,True,6.3,13.3,47.9,Leela
326,Taj Bangalore,Bangalore,Karnataka,3.2,15667,Heritage Property,False,True,False,True,,,False,False,False,False,False,6.6,15.4,41.5,
327,Leela Palace Lucknow,Lucknow,Uttar Pradesh,3.6,15459,Hotel,True,False,False,True,28.695429,94.989361,True,False,False,False,True,,10.1,11.7,
328,Treebo Bangalore,Bangalore,Karnataka,4.8,9647,Business Hotel,False,False,True,True,,,False,False,True,False,False,9.0,15.6,5.7,
329,Leela Palace Ahmedabad,Ahmedabad,Gujarat,4.5,14376,Hotel,True,False,False,False,21.194946,87.437536,False,False,True,True,True,14.7,5.9,35.3,
330,Hilton Pune,Pune,Maharashtra,2.5,14441,Hotel,True,True,False,False,33.194635,96.00831,False,False,False,False,False,2.5,4.6,41.7,
331,Chennai Grand Hotel,Chennai,Tamil Nadu,3.0,6256,Heritage Property,True,False,True,True,21.439341,81.745684,True,False,False,False,True,,12.1,14.1,ITC
332,Hyatt Lucknow,Lucknow,Uttar Pradesh,2.6,1758,Hotel,False,False,False,False,19.590731,82.887316,False,True,True,True,False,8.5,6.1,34.2,
333,Taj Ahmedabad,Ahmedabad,Gujarat,3.7,12862,Boutique Hotel,False,True,True,False,,,True,True,False,False,True,,14.7,22.6,Hilton
334,Treebo Pune,Pune,Maharashtra,4.1,13304,Boutique Hotel,True,True,False,True,11.7438,73.785042,True,False,False,False,True,1.2,1.3,44.6,
335,Treebo Hyderabad,Hyderabad,Telangana,2.9,17997,Hotel,True,False,False,True,11.499953,74.498774,False,True,False,True,True,,18.6,24.7,Marriott
336,Taj Ahmedabad,Ahmedabad,Gujarat,4.9,4838,Business Hotel,True,True,True,True,,,True,False,False,False,True,5.8,16.6,10.5,
337,Marriott Chennai,Chennai,Tamil Nadu,4.9,1715,Resort,False,False,False,True,18.800654,89.890511,True,False,True,True,False,6.4,9.7,43.4,Leela
338,Hyderabad Grand Hotel,Hyderabad,Telangana,3.6,1825,Heritage Property,True,True,False,False,30.398807,80.588096,True,True,False,False,False,,14.3,44.3,Taj
339,Radisson Hyderabad,Hyderabad,Telangana,2.5,10667,Business Hotel,True,False,False,True,,,False,False,False,True,False,8.3,8.4,37.3,
340,Hilton Bangalore,Bangalore,Karnataka,5.0,10803,Resort,True,False,False,True,33.819261,83.658047,False,True,True,False,False,,7.7,7.1,Radisson
341,Marriott Delhi,Delhi,Delhi,3.2,1670,Boutique Hotel,False,True,True,False,27.340749,91.637298,True,False,True,True,False,3.3,15.8,25.4,
342,OYO Bangalore Premium,Bangalore,Karnataka,3.6,15002,Hotel,True,True,False,True,20.938759,78.709532,False,False,False,False,False,,19.0,37.9,
343,Leela Palace Pune,Pune,Maharashtra,2.9,5665,Boutique Hotel,False,True,True,True,8.945614,72.548351,True,False,True,True,False,1.1,3.9,21.7,
344,Oberoi Hyderabad,Hyderabad,Telangana,3.2,2416,Resort,True,False,True,False,,,True,True,False,True,True,8.8,11.7,45.5,Hilton
345,Marriott Pune,Pune,Maharashtra,4.6,5851,Resort,False,False,False,True,,,False,True,False,False,True,,17.9,38.1,Hyatt
346,Leela Palace Delhi,Delhi,Delhi,4.3,11620,Business Hotel,True,True,True,True,,,False,True,True,True,True,3.5,16.8,42.8,
347,Marriott Lucknow,Lucknow,Uttar Pradesh,2.7,18983,Business Hotel,False,False,True,False,,,True,False,True,False,False,2.2,2.9,12.6,Hyatt
348,Leela Palace Bangalore,Bangalore,Karnataka,3.1,4436,Resort,False,False,True,True,17.43343,68.787965,True,False,True,False,False,14.2,18.1,7.3,Hyatt
349,Lemon Tree Chennai,Chennai,Tamil Nadu,4.0,17653,Business Hotel,False,True,False,True,24.040511,69.898288,True,False,True,True,True,6.4,2.6,33.6,Leela
350,Leela Palace Chennai,Chennai,Tamil Nadu,3.4,7011,Resort,False,False,True,True,,,False,True,True,True,False,4.1,13.9,50.0,
351,Lemon Tree Chennai,Chennai,Tamil Nadu,4.6,10718,Hotel,True,True,False,True,11.566332,72.049858,False,False,True,False,False,,19.6,36.8,
352,ITC Kolkata,Kolkata,West Bengal,4.2,12039,Guesthouse,True,False,False,True,,,False,True,True,True,False,10.6,10.3,22.7,Taj
353,Treebo Delhi,Delhi,Delhi,4.1,19150,Hotel,False,True,False,False,,,True,True,False,False,True,3.7,1.4,17.7,ITC
354,ITC Hyderabad,Hyderabad,Telangana,2.7,11434,Heritage Property,True,True,False,False,22.292298,88.417383,True,True,False,True,False,7.7,11.5,34.7,
