interaction_id,user_id,hotel_id,interaction_type,interaction_date,rating,total_amount_inr,stay_duration,travel_purpose,advance_booking_days,cancellation_flag
385,90,226,Booked,2023-07-18,5.0,8932,4.0,Leisure,1.0,False
386,90,295,Booked,2023-12-12,5.0,30892,5.0,Leisure,4.0,True
387,90,322,Reviewed,2023-09-08,5.0,24025,,,,
388,91,145,Reviewed,2023-05-01,3.0,11259,,,,
389,91,393,Reviewed,2023-09-14,4.1,18945,,,,
390,91,381,Booked,2023-11-03,4.0,3341,6.0,Leisure,5.0,False
391,92,81,Reviewed,2023-04-03,5.0,13509,,,,
392,92,17,Booked,2023-06-09,5.0,23716,1.0,Leisure,1.0,False
393,92,87,Booked,2023-04-02,5.0,36075,7.0,Leisure,1.0,False
394,93,247,Reviewed,2023-07-27,5.0,5217,,,,
395,93,48,Booked,2023-03-24,4.5,23745,5.0,Leisure,0.0,False
396,93,92,Booked,2023-09-06,3.4,14984,4.0,Leisure,5.0,False
397,94,123,Reviewed,2023-08-19,5.0,33288,,,,
398,94,140,Reviewed,2023-12-31,5.0,28050,,,,
399,94,226,Booked,2023-07-06,5.0,8932,4.0,Leisure,0.0,False
400,94,280,Reviewed,2023-03-18,5.0,29905,,,,
401,95,15,Reviewed,2023-11-11,5.0,34788,,,,
402,95,319,Booked,2023-08-11,3.5,22725,1.0,Business,0.0,False
403,95,83,Booked,2023-07-07,4.6,44145,6.0,Family_vacation,21.0,False
404,95,195,Booked,2023-01-13,5.0,15142,3.0,Family_vacation,26.0,True
405,95,365,Reviewed,2023-06-16,5.0,9176,,,,
406,95,204,Booked,2023-11-02,4.7,7547,5.0,Family_vacation,0.0,False
407,96,30,Booked,2023-11-21,5.0,17793,3.0,Family_vacation,5.0,False
408,96,332,Booked,2023-05-05,5.0,42355,5.0,Family_vacation,0.0,True
409,96,26,Booked,2023-07-10,4.4,35945,6.0,Family_vacation,0.0,False
410,96,172,Booked,2023-09-20,5.0,5788,3.0,Family_vacation,1.0,False
411,96,130,Booked,2023-08-05,5.0,15140,6.0,Family_vacation,1.0,False
412,96,30,Booked,2023-02-10,5.0,23724,1.0,Family_vacation,0.0,False
413,96,254,Booked,2023-06-05,5.0,32120,7.0,Family_vacation,9.0,False
414,97,65,Booked,2023-08-12,4.4,14594,3.0,Leisure,52.0,True
415,97,246,Booked,2023-07-24,5.0,19341,3.0,Business,43.0,False
416,97,228,Reviewed,2023-08-01,5.0,23883,,,,
417,98,71,Booked,2023-04-24,5.0,16755,2.0,Business,0.0,False
418,98,335,Booked,2023-12-31,5.0,20400,5.0,Leisure,1.0,False
419,98,384,Reviewed,2023-10-05,4.1,19150,,,,
420,99,288,Booked,2023-08-16,3.0,12488,2.0,Leisure,0.0,False
421,99,366,Booked,2023-07-19,4.4,4686,6.0,Leisure,3.0,False
422,99,138,Reviewed,2023-11-20,4.8,14190,,,,
423,99,151,Booked,2023-04-17,5.0,21810,3.0,Leisure,0.0,False
424,100,76,Reviewed,2023-03-21,5.0,10924,,,,
425,100,228,Booked,2023-11-16,5.0,31844,4.0,Family_vacation,31.0,True
426,100,57,Booked,2023-05-26,5.0,32676,2.0,Family_vacation,11.0,False
427,100,76,Booked,2023-11-07,5.0,5462,1.0,Family_vacation,12.0,False
428,100,173,Booked,2023-02-26,5.0,15826,7.0,Business,7.0,False
429,100,115,Booked,2023-07-25,5.0,27753,7.0,Business,69.0,False
430,100,120,Booked,2023-05-23,4.0,20757,6.0,Business,5.0,False
431,101,36,Booked,2023-06-12,4.7,31150,4.0,Family_vacation,0.0,False
432,101,382,Reviewed,2023-08-26,3.4,26076,,,,
433,101,105,Booked,2023-03-22,4.4,10610,4.0,Family_vacation,0.0,False
434,102,163,Booked,2023-07-16,5.0,17076,4.0,Leisure,19.0,False
435,102,163,Booked,2023-11-13,5.0,21345,5.0,Leisure,20.0,False
436,102,163,Booked,2023-10-20,5.0,4269,3.0,Leisure,6.0,False
437,102,368,Booked,2023-12-17,3.7,10131,1.0,Leisure,2.0,False
438,102,34,Booked,2023-12-01,4.9,22640,7.0,Leisure,2.0,False
439,102,117,Booked,2023-08-23,4.1,7796,2.0,Leisure,1.0,False
440,102,34,Reviewed,2023-04-13,4.8,13584,,,,
441,103,313,Booked,2023-12-17,5.0,20864,7.0,Business,4.0,False
442,103,313,Booked,2023-11-25,5.0,52160,7.0,Leisure,6.0,False
443,103,313,Booked,2023-03-23,5.0,10432,1.0,Leisure,0.0,False
444,104,260,Booked,2023-08-02,5.0,39865,1.0,Leisure,8.0,False
445,104,183,Booked,2023-10-01,5.0,28676,4.0,Leisure,0.0,True
446,104,195,Booked,2023-07-23,5.0,7571,3.0,Business,3.0,False
447,104,260,Booked,2023-08-08,5.0,7973,2.0,Leisure,5.0,False
448,104,195,Booked,2023-10-24,5.0,7571,6.0,Business,2.0,False
449,104,183,Reviewed,2023-06-23,4.2,14338,,,,
450,104,195,Booked,2023-09-05,5.0,7571,3.0,Leisure,5.0,True
451,105,347,Booked,2023-05-14,5.0,32892,3.0,Family_vacation,6.0,False
452,105,311,Booked,2023-10-18,5.0,6394,7.0,Family_vacation,40.0,False
453,105,313,Reviewed,2023-01-14,5.0,31296,,,,
454,106,313,Booked,2023-10-18,5.0,41728,6.0,Business,0.0,False
455,106,331,Reviewed,2023-12-22,5.0,50590,,,,
456,106,236,Booked,2023-05-30,5.0,30156,6.0,Business,1.0,False
457,106,236,Reviewed,2023-03-17,5.0,30156,,,,
458,106,313,Booked,2023-07-06,5.0,52160,4.0,Leisure,1.0,False
459,106,236,Reviewed,2023-06-26,5.0,50260,,,,
460,107,238,Reviewed,2023-09-06,5.0,18595,,,,
461,107,202,Booked,2023-09-04,3.1,15720,1.0,Leisure,0.0,True
462,107,393,Reviewed,2023-04-26,3.3,7578,,,,
463,107,41,Reviewed,2023-05-23,5.0,4212,,,,
464,107,297,Booked,2023-11-29,4.3,17224,4.0,Leisure,1.0,False
465,108,212,Reviewed,2023-04-27,5.0,27873,,,,
466,108,46,Booked,2023-12-07,3.8,6773,3.0,Business,11.0,False
467,108,253,Reviewed,2023-10-01,5.0,36050,,,,
468,108,341,Booked,2023-01-29,4.9,38495,2.0,Business,0.0,False
469,109,71,Booked,2023-04-27,5.0,22340,2.0,Family_vacation,0.0,False
470,109,122,Booked,2023-10-10,5.0,12650,6.0,Family_vacation,0.0,True
471,109,140,Reviewed,2023-03-09,5.0,5610,,,,
472,109,71,Reviewed,2023-04-27,4.7,27925,,,,
473,109,241,Reviewed,2023-09-02,5.0,27325,,,,
474,110,389,Booked,2023-02-07,4.8,5199,4.0,Business,0.0,False
475,110,30,Reviewed,2023-10-05,5.0,29655,,,,
476,110,26,Booked,2023-09-07,4.5,7189,5.0,Leisure,1.0,False
477,110,93,Reviewed,2023-11-26,2.3,18080,,,,
478,110,171,Booked,2023-08-22,4.4,10329,7.0,Leisure,1.0,False
479,110,71,Reviewed,2023-11-20,4.3,27925,,,,
480,110,136,Booked,2023-09-05,3.6,10548,3.0,Leisure,2.0,False
481,111,332,Booked,2023-08-14,5.0,16942,4.0,Business,2.0,False
482,111,115,Reviewed,2023-09-18,5.0,18502,,,,
483,111,341,Booked,2023-04-02,5.0,30796,6.0,Business,4.0,False
484,111,70,Booked,2023-06-25,5.0,46170,7.0,Business,5.0,False
485,111,313,Booked,2023-04-29,5.0,52160,3.0,Business,9.0,False
486,111,106,Booked,2023-02-22,5.0,39760,2.0,Business,2.0,False
487,111,212,Booked,2023-03-22,5.0,37164,7.0,Business,2.0,False
488,112,178,Reviewed,2023-11-01,5.0,13431,,,,
489,112,241,Booked,2023-04-28,5.0,21860,7.0,Leisure,7.0,False
490,112,178,Booked,2023-06-06,5.0,13431,7.0,Leisure,0.0,False
491,112,290,Booked,2023-10-16,5.0,19432,1.0,Leisure,4.0,False
492,112,180,Booked,2023-07-29,5.0,11034,4.0,Leisure,1.0,True
493,112,178,Reviewed,2023-12-27,5.0,13431,,,,
494,112,121,Reviewed,2023-05-31,5.0,8278,,,,
495,113,122,Reviewed,2023-10-14,5.0,12650,,,,
496,113,249,Booked,2023-11-13,4.8,24753,1.0,Business,9.0,False
497,113,199,Booked,2023-09-03,5.0,32975,4.0,Leisure,3.0,False
498,113,235,Booked,2023-12-19,5.0,19020,2.0,Leisure,5.0,False
499,113,205,Booked,2023-07-12,4.1,6205,6.0,Leisure,5.0,False
500,113,201,Booked,2023-08-13,5.0,7203,4.0,Leisure,1.0,False
501,113,48,Reviewed,2023-06-16,5.0,18996,,,,
502,114,127,Reviewed,2023-10-21,5.0,6638,,,,
503,114,142,Reviewed,2023-08-13,3.3,34405,,,,
504,114,183,Booked,2023-10-07,5.0,21507,5.0,Leisure,2.0,False
505,114,326,Reviewed,2023-03-13,3.2,6141,,,,
506,115,343,Booked,2023-07-04,4.4,34036,6.0,Leisure,87.0,False
507,115,319,Booked,2023-08-28,2.6,22725,3.0,Business,4.0,False
508,115,203,Booked,2023-05-13,3.8,9710,2.0,Business,13.0,False
509,116,263,Booked,2023-09-28,5.0,33555,3.0,Business,14.0,False
510,116,91,Reviewed,2023-01-17,5.0,20517,,,,
511,116,108,Reviewed,2023-10-03,5.0,32645,,,,
512,117,253,Booked,2023-06-20,3.0,7210,5.0,Business,3.0,False
513,117,309,Booked,2023-02-27,1.7,15425,7.0,Family_vacation,0.0,False
514,117,94,Booked,2023-08-28,1.9,10858,7.0,Business,6.0,False
515,117,357,Reviewed,2023-08-27,1.0,10124,,,,
516,117,117,Booked,2023-11-30,1.4,7796,6.0,Family_vacation,1.0,False
517,117,94,Booked,2023-12-21,2.1,21716,1.0,Family_vacation,1.0,False
518,118,186,Booked,2023-06-15,4.7,15432,7.0,Leisure,0.0,False
519,118,345,Booked,2023-06-17,5.0,11306,7.0,Leisure,40.0,False
520,118,100,Booked,2023-10-23,4.2,9002,2.0,Leisure,0.0,False
521,118,50,Booked,2023-03-07,4.9,4794,3.0,Leisure,35.0,False
522,119,289,Booked,2023-05-19,3.2,6662,7.0,Leisure,3.0,False
523,119,136,Booked,2023-08-14,3.0,14064,1.0,Leisure,4.0,False
524,119,288,Reviewed,2023-04-17,3.4,12488,,,,
525,119,136,Booked,2023-07-24,3.1,14064,5.0,Leisure,36.0,False
526,119,393,Reviewed,2023-03-31,3.6,18945,,,,
527,119,10,Booked,2023-09-22,3.0,7926,1.0,Leisure,0.0,False
528,119,272,Booked,2023-07-03,4.0,9855,4.0,Business,19.0,False
529,120,299,Booked,2023-02-27,4.3,3550,1.0,Leisure,3.0,False
530,120,360,Reviewed,2023-02-21,3.4,10473,,,,
531,120,381,Reviewed,2023-02-03,3.5,10023,,,,
532,121,11,Booked,2023-07-19,3.8,3121,3.0,Leisure,22.0,False
533,121,171,Booked,2023-01-24,3.0,6886,2.0,Leisure,12.0,False
534,121,288,Reviewed,2023-03-21,3.0,12488,,,,
535,121,104,Reviewed,2023-02-01,3.8,7988,,,,
536,122,294,Reviewed,2023-08-01,4.1,13188,,,,
537,122,372,Booked,2023-03-30,3.1,19325,2.0,Leisure,20.0,False
538,122,167,Booked,2023-04-03,3.0,3176,7.0,Leisure,8.0,False
539,122,117,Reviewed,2023-07-26,3.8,11694,,,,
540,122,222,Reviewed,2023-11-15,3.3,3346,,,,
541,122,373,Booked,2023-06-19,2.8,14584,1.0,Leisure,5.0,False
542,123,51,Booked,2023-09-26,2.7,3300,1.0,Leisure,1.0,False
543,123,294,Booked,2023-08-03,4.4,3297,4.0,Leisure,0.0,False
544,123,104,Reviewed,2023-10-02,3.5,19970,,,,
545,123,56,Booked,2023-06-09,3.6,10323,2.0,Business,1.0,False
546,124,47,Booked,2023-10-20,3.1,7558,5.0,Business,1.0,False
547,124,117,Booked,2023-04-26,3.9,3898,6.0,Business,59.0,False
548,124,219,Booked,2023-02-23,3.2,11067,2.0,Leisure,11.0,False
549,125,180,Reviewed,2023-09-22,4.9,16551,,,,
550,125,259,Booked,2023-03-09,5.0,28083,6.0,Business,2.0,False
551,125,255,Reviewed,2023-01-18,5.0,23540,,,,
552,126,236,Reviewed,2023-01-08,5.0,10052,,,,
553,126,70,Booked,2023-05-02,5.0,27702,1.0,Family_vacation,0.0,False
554,126,264,Booked,2023-06-26,5.0,40860,4.0,Family_vacation,0.0,False
555,127,91,Booked,2023-09-21,5.0,20517,2.0,Business,33.0,False
556,127,322,Reviewed,2023-09-07,5.0,19220,,,,
557,127,341,Booked,2023-12-06,5.0,23097,7.0,Leisure,2.0,True
558,127,304,Reviewed,2023-08-07,5.0,26790,,,,
559,127,264,Booked,2023-03-06,5.0,32688,7.0,Business,2.0,False
560,127,7,Reviewed,2023-06-01,5.0,24966,,,,
561,128,334,Reviewed,2023-02-12,5.0,26520,,,,
562,128,36,Reviewed,2023-04-04,5.0,31150,,,,
563,128,259,Reviewed,2023-04-10,5.0,18722,,,,
564,129,98,Booked,2023-03-19,5.0,45235,5.0,Business,62.0,False
565,129,18,Reviewed,2023-10-04,5.0,34665,,,,
566,129,87,Booked,2023-03-27,5.0,7215,6.0,Business,41.0,False
567,130,56,Reviewed,2023-11-09,4.2,6882,,,,
568,130,209,Reviewed,2023-05-23,3.2,13140,,,,
569,130,262,Booked,2023-06-01,4.1,19005,4.0,Leisure,35.0,False
570,130,111,Reviewed,2023-06-03,4.0,14145,,,,
571,130,35,Booked,2023-12-29,5.0,15786,2.0,Leisure,11.0,False
572,131,184,Booked,2023-07-30,4.8,28728,7.0,Business,7.0,False
573,131,304,Reviewed,2023-05-05,5.0,10716,,,,
574,131,302,Reviewed,2023-11-27,3.6,21340,,,,
575,132,204,Booked,2023-02-06,4.9,22641,2.0,Family_vacation,51.0,False
576,132,319,Booked,2023-10-27,5.0,15150,2.0,Business,6.0,False
577,132,375,Reviewed,2023-06-17,3.5,8045,,,,
578,133,171,Booked,2023-11-03,3.6,13772,3.0,Leisure,1.0,False
579,133,384,Booked,2023-11-09,3.5,3830,7.0,Leisure,0.0,False
580,133,384,Booked,2023-05-20,4.3,3830,4.0,Leisure,0.0,False
581,133,364,Booked,2023-08-07,3.7,13456,7.0,Business,2.0,False
582,133,60,Booked,2023-02-15,4.4,17410,5.0,Leisure,0.0,False
583,133,393,Reviewed,2023-12-07,3.6,15156,,,,
584,133,136,Booked,2023-08-04,2.9,3516,7.0,Leisure,2.0,False
585,134,236,Booked,2023-05-22,3.4,50260,3.0,Business,1.0,False
586,134,157,Reviewed,2023-07-02,1.2,6362,,,,
587,134,203,Reviewed,2024-01-01,2.4,19420,,,,
588,134,133,Reviewed,2023-04-24,1.8,16386,,,,
589,134,365,Booked,2023-02-23,2.7,36704,5.0,Family_vacation,2.0,False
590,134,85,Booked,2023-11-07,1.5,21696,1.0,Family_vacation,0.0,False
591,134,157,Booked,2023-11-26,2.6,31810,1.0,Business,0.0,False
592,135,133,Booked,2023-08-04,5.0,5462,3.0,Leisure,7.0,False
593,135,269,Booked,2023-08-24,4.4,26030,1.0,Leisure,33.0,False
594,135,194,Reviewed,2023-11-18,3.6,14044,,,,
595,135,156,Booked,2023-04-21,3.7,5171,6.0,Leisure,39.0,False
596,136,287,Reviewed,2023-08-22,4.3,17964,,,,
597,136,355,Booked,2023-07-03,3.3,18960,3.0,Family_vacation,0.0,False
598,136,286,Booked,2023-08-17,5.0,19974,4.0,Family_vacation,3.0,False
599,136,126,Booked,2023-04-18,4.8,28870,6.0,Family_vacation,1.0,False
600,136,107,Reviewed,2023-06-28,5.0,21108,,,,
601,137,226,Booked,2023-11-12,4.9,8932,3.0,Leisure,1.0,False
602,137,84,Reviewed,2023-02-16,3.8,11565,,,,
603,137,48,Reviewed,2023-11-15,4.8,9498,,,,
604,137,129,Booked,2023-04-14,3.2,20224,3.0,Leisure,3.0,False
605,137,138,Reviewed,2023-07-05,5.0,9460,,,,
606,137,29,Booked,2023-06-15,2.4,6420,5.0,Leisure,11.0,False
607,137,287,Reviewed,2023-11-25,4.9,29940,,,,
608,138,198,Reviewed,2023-12-23,4.7,8279,,,,
609,138,332,Booked,2023-02-16,5.0,33884,7.0,Business,6.0,False
610,138,332,Booked,2023-09-30,5.0,16942,4.0,Business,3.0,False
611,138,375,Booked,2023-11-11,4.4,8045,3.0,Family_vacation,0.0,False
612,138,57,Reviewed,2023-01-21,4.9,16338,,,,
613,138,83,Booked,2023-12-08,5.0,8829,4.0,Business,5.0,False
614,139,5,Booked,2023-04-21,5.0,14952,2.0,Leisure,10.0,False
615,139,28,Reviewed,2023-09-05,5.0,24392,,,,
616,139,4,Booked,2023-10-12,4.9,30590,2.0,Leisure,12.0,False
617,140,100,Reviewed,2023-07-18,5.0,13503,,,,
618,140,91,Booked,2023-05-15,5.0,20517,2.0,Leisure,16.0,False
619,140,310,Reviewed,2023-12-21,5.0,13896,,,,
620,141,382,Booked,2023-09-17,5.0,32595,3.0,Business,23.0,False
621,141,213,Reviewed,2023-04-27,5.0,35510,,,,
622,141,114,Booked,2023-04-25,5.0,33235,7.0,Business,6.0,False
623,141,370,Reviewed,2023-10-30,5.0,14476,,,,
624,141,74,Booked,2023-01-12,4.9,29345,6.0,Business,3.0,False
625,141,265,Booked,2023-12-28,3.7,15078,1.0,Leisure,2.0,False
626,141,369,Reviewed,2023-05-10,5.0,5905,,,,
627,142,345,Booked,2024-01-01,1.8,22612,6.0,Family_vacation,3.0,False
628,142,345,Booked,2023-07-22,1.2,22612,3.0,Business,2.0,False
629,142,345,Booked,2023-06-19,1.2,28265,4.0,Business,6.0,False
630,142,64,Booked,2023-01-04,2.6,5954,6.0,Family_vacation,0.0,False
631,142,64,Booked,2023-02-06,2.0,29770,4.0,Family_vacation,0.0,False
632,142,172,Booked,2023-05-08,3.0,11576,7.0,Business,2.0,False
633,143,43,Booked,2023-07-26,5.0,27496,7.0,Leisure,4.0,False
634,143,382,Reviewed,2023-03-12,5.0,13038,,,,
635,143,53,Booked,2023-02-19,4.5,14244,6.0,Leisure,3.0,False
636,143,286,Reviewed,2023-04-05,5.0,13316,,,,
637,144,88,Reviewed,2023-06-23,4.7,4347,,,,
638,144,225,Booked,2023-09-26,2.8,18745,1.0,Leisure,1.0,True
639,144,338,Booked,2023-07-11,4.2,4304,5.0,Business,0.0,False
640,145,45,Booked,2023-10-18,5.0,8158,2.0,Business,0.0,False
641,145,174,Booked,2023-04-04,5.0,28290,1.0,Family_vacation,1.0,False
642,145,375,Booked,2023-11-04,4.1,16090,4.0,Family_vacation,3.0,False
643,145,198,Booked,2023-09-17,4.8,33116,1.0,Family_vacation,1.0,False
644,145,331,Reviewed,2023-03-03,5.0,30354,,,,
645,146,193,Booked,2023-10-30,3.6,3832,4.0,Business,6.0,False
646,146,386,Booked,2023-11-10,3.9,11780,6.0,Leisure,12.0,False
647,146,136,Booked,2023-08-18,4.3,17580,1.0,Business,2.0,False
648,147,168,Booked,2023-07-03,5.0,29356,7.0,Leisure,0.0,False
649,147,211,Booked,2023-10-30,4.6,39515,1.0,Business,0.0,False
650,147,123,Booked,2023-09-27,5.0,41610,5.0,Business,0.0,False
651,147,57,Booked,2023-05-25,5.0,32676,7.0,Business,3.0,False
652,147,316,Booked,2023-08-07,5.0,32304,1.0,Business,9.0,False
653,148,233,Booked,2023-05-28,5.0,4611,5.0,Leisure,0.0,False
654,148,289,Booked,2023-02-15,3.3,16655,6.0,Leisure,2.0,False
655,148,193,Reviewed,2023-11-25,3.3,3832,,,,
656,149,339,Reviewed,2023-10-03,5.0,21520,,,,
657,149,70,Booked,2023-09-18,5.0,18468,5.0,Leisure,17.0,False
658,149,212,Booked,2023-04-20,5.0,18582,2.0,Leisure,24.0,True
659,150,213,Booked,2023-01-08,5.0,28408,2.0,Leisure,13.0,False
660,150,102,Reviewed,2023-05-29,2.8,7830,,,,
661,150,345,Booked,2023-12-04,5.0,16959,2.0,Leisure,15.0,False
662,150,333,Booked,2023-07-25,5.0,13672,5.0,Leisure,1.0,False
663,150,364,Booked,2023-08-05,3.9,10092,2.0,Leisure,57.0,False
664,150,175,Booked,2023-05-20,5.0,5562,4.0,Leisure,28.0,False
665,151,366,Booked,2023-01-06,3.6,18744,1.0,Leisure,0.0,False
666,151,188,Booked,2023-12-06,2.5,3265,6.0,Business,49.0,False
667,151,384,Reviewed,2023-09-08,3.6,19150,,,,
668,152,181,Booked,2023-05-12,5.0,26684,3.0,Family_vacation,3.0,False
669,152,293,Reviewed,2023-10-19,4.3,6499,,,,
670,152,271,Booked,2023-07-22,5.0,14468,1.0,Family_vacation,18.0,False
671,152,33,Reviewed,2023-09-23,5.0,27200,,,,
672,152,114,Booked,2023-09-03,4.7,13294,1.0,Family_vacation,0.0,False
673,153,398,Reviewed,2023-11-12,4.6,8258,,,,
674,153,153,Booked,2023-08-15,5.0,4633,6.0,Leisure,1.0,False
675,153,60,Reviewed,2023-04-07,4.0,10446,,,,
676,153,288,Reviewed,2023-10-19,2.8,6244,,,,
677,154,378,Reviewed,2023-04-13,4.0,4268,,,,
678,154,312,Booked,2023-07-20,4.9,14637,5.0,Business,29.0,False
679,154,348,Reviewed,2023-04-10,3.6,20000,,,,
680,154,332,Booked,2023-08-14,5.0,16942,5.0,Leisure,78.0,False
681,155,57,Reviewed,2023-07-29,5.0,8169,,,,
682,155,57,Reviewed,2023-11-13,5.0,24507,,,,
683,155,57,Booked,2023-07-09,5.0,8169,6.0,Business,2.0,False
684,155,311,Reviewed,2023-07-18,5.0,6394,,,,
685,156,184,Booked,2023-01-19,5.0,7182,1.0,Business,95.0,False
686,156,244,Booked,2023-10-20,5.0,23181,6.0,Business,74.0,False
687,156,315,Booked,2023-05-02,5.0,27120,3.0,Business,9.0,False
688,156,321,Reviewed,2023-09-03,4.4,12958,,,,
689,156,385,Reviewed,2023-08-21,2.5,17394,,,,
690,156,282,Reviewed,2023-04-25,4.8,14136,,,,
691,156,293,Reviewed,2023-07-18,5.0,12998,,,,
692,157,144,Booked,2023-08-24,3.7,16360,7.0,Business,3.0,False
693,157,73,Booked,2023-11-17,3.6,13024,4.0,Leisure,3.0,False
694,157,134,Booked,2023-08-20,3.8,15268,4.0,Business,0.0,False
695,158,43,Booked,2023-04-22,5.0,34370,2.0,Family_vacation,12.0,False
696,158,341,Booked,2023-11-13,5.0,30796,5.0,Family_vacation,4.0,False
697,158,150,Booked,2023-07-11,5.0,10148,4.0,Business,1.0,False
698,158,335,Booked,2023-06-03,5.0,25500,4.0,Business,1.0,False
699,158,16,Booked,2023-10-10,5.0,23632,5.0,Family_vacation,13.0,False
700,158,224,Booked,2023-01-13,5.0,16320,5.0,Family_vacation,4.0,False
701,158,140,Booked,2023-12-15,5.0,11220,6.0,Family_vacation,0.0,False
702,159,255,Reviewed,2023-03-08,5.0,23540,,,,
703,159,347,Reviewed,2023-06-11,5.0,41115,,,,
704,159,178,Booked,2023-09-29,5.0,4477,6.0,Business,24.0,True
705,160,349,Booked,2023-02-16,4.1,23733,2.0,Business,2.0,False
706,160,43,Reviewed,2023-06-07,5.0,20622,,,,
707,160,234,Booked,2023-11-16,5.0,31690,7.0,Business,9.0,False
708,161,356,Booked,2023-03-23,4.2,5768,2.0,Leisure,116.0,False
709,161,362,Reviewed,2023-11-13,3.5,16655,,,,
710,161,299,Booked,2023-10-10,3.8,10650,6.0,Leisure,48.0,False
711,162,262,Booked,2023-02-19,3.6,7602,4.0,Leisure,3.0,False
712,162,96,Reviewed,2023-01-11,2.9,10869,,,,
713,162,262,Reviewed,2023-08-14,3.3,7602,,,,
714,162,288,Booked,2023-01-11,4.4,15610,3.0,Leisure,7.0,False
715,162,292,Booked,2023-07-09,2.5,5848,5.0,Leisure,2.0,False
716,162,6,Booked,2023-03-18,2.6,6068,6.0,Leisure,15.0,False
717,162,99,Booked,2023-02-12,3.4,14916,1.0,Leisure,30.0,False
718,163,354,Booked,2023-09-20,5.0,23330,1.0,Leisure,1.0,False
719,163,220,Booked,2023-01-27,5.0,16332,3.0,Leisure,4.0,False
720,163,241,Booked,2023-01-21,5.0,21860,6.0,Business,0.0,False
721,164,203,Reviewed,2023-11-16,4.6,48550,,,,
722,164,260,Reviewed,2023-01-10,5.0,15946,,,,
723,164,83,Reviewed,2023-08-29,5.0,8829,,,,
724,165,88,Booked,2023-07-07,5.0,17388,4.0,Leisure,0.0,False
725,165,171,Reviewed,2023-06-27,4.0,17215,,,,
726,165,294,Booked,2023-04-09,3.6,9891,1.0,Leisure,1.0,False
727,166,33,Reviewed,2023-02-28,5.0,13600,,,,
728,166,384,Booked,2023-02-24,3.9,7660,3.0,Business,10.0,False
729,166,33,Reviewed,2023-05-02,5.0,6800,,,,
730,167,151,Booked,2023-01-05,2.2,13086,7.0,Family_vacation,1.0,True
731,167,162,Booked,2023-10-26,2.3,22272,6.0,Business,14.0,False
732,167,154,Booked,2023-02-24,2.8,6378,6.0,Business,4.0,False
733,168,246,Booked,2023-02-16,4.5,12894,2.0,Business,14.0,True
734,168,230,Reviewed,2023-06-14,4.9,11606,,,,
735,168,395,Booked,2023-09-01,4.2,22472,5.0,Family_vacation,15.0,False
736,168,295,Reviewed,2023-08-15,3.2,7723,,,,
737,169,384,Booked,2023-10-22,5.0,3830,6.0,Leisure,1.0,False
738,169,3,Booked,2023-06-14,4.3,6108,2.0,Leisure,0.0,False
739,169,178,Booked,2023-06-01,5.0,22385,6.0,Leisure,24.0,False
740,169,299,Booked,2023-05-04,4.4,10650,3.0,Leisure,0.0,True
741,169,368,Booked,2023-02-02,4.3,3377,5.0,Leisure,8.0,False
742,169,393,Reviewed,2023-12-12,4.7,15156,,,,
743,170,147,Reviewed,2023-10-29,3.6,9306,,,,
744,170,368,Booked,2023-12-24,3.9,3377,5.0,Business,1.0,False
745,170,29,Booked,2023-08-19,3.0,12840,3.0,Leisure,3.0,False
746,170,139,Booked,2023-10-07,4.0,7652,2.0,Leisure,0.0,True
747,170,171,Booked,2023-06-30,3.5,13772,3.0,Leisure,0.0,False
748,170,151,Booked,2023-07-26,4.7,17448,4.0,Business,0.0,False
749,171,36,Reviewed,2023-06-12,5.0,12460,,,,
750,171,257,Booked,2023-07-24,4.6,17420,7.0,Leisure,40.0,False
751,171,117,Reviewed,2023-03-19,3.7,7796,,,,
752,172,266,Reviewed,2023-04-12,5.0,36332,,,,
753,172,107,Reviewed,2023-03-23,5.0,52770,,,,
754,172,341,Reviewed,2023-05-23,5.0,30796,,,,
755,172,43,Booked,2023-08-10,5.0,13748,4.0,Leisure,9.0,True
756,172,176,Reviewed,2023-02-24,5.0,24870,,,,
757,172,266,Booked,2023-12-28,5.0,27249,2.0,Business,13.0,False
758,172,332,Booked,2023-04-21,5.0,8471,3.0,Leisure,7.0,False
759,173,209,Booked,2023-11-03,3.0,9855,3.0,Leisure,0.0,False
760,173,374,Reviewed,2023-03-07,3.4,14176,,,,
761,173,299,Booked,2023-02-02,2.8,10650,4.0,Leisure,1.0,False
762,173,330,Booked,2023-06-10,5.0,18420,7.0,Leisure,1.0,False
763,173,298,Reviewed,2023-06-19,5.0,8468,,,,
764,174,311,Booked,2023-12-29,5.0,12788,7.0,Leisure,0.0,False
765,174,131,Booked,2023-08-29,5.0,14643,5.0,Leisure,1.0,False
766,174,247,Booked,2023-03-17,3.6,5217,5.0,Leisure,8.0,False
767,174,194,Reviewed,2023-02-04,2.2,7022,,,,
768,174,216,Booked,2023-05-22,3.7,20628,7.0,Leisure,10.0,False
769,174,71,Booked,2023-04-25,5.0,16755,3.0,Leisure,4.0,False
770,175,21,Reviewed,2023-06-13,4.2,22512,,,,
771,175,212,Booked,2023-11-06,5.0,18582,7.0,Family_vacation,0.0,False
772,175,332,Reviewed,2023-11-02,5.0,25413,,,,
773,175,228,Reviewed,2023-04-10,5.0,39805,,,,
774,176,262,Reviewed,2023-01-06,2.9,7602,,,,
775,176,222,Booked,2023-03-15,3.3,3346,6.0,Leisure,4.0,False
