interaction_id,user_id,hotel_id,interaction_type,interaction_date,rating,total_amount_inr,stay_duration,travel_purpose,group_size,advance_booking_days,season,cancellation_flag
336,15,210,Booked,2023-07-01,3.9,7674,4.0,Leisure,3.0,27.0,Winter,False
337,184,132,Reviewed,2023-05-31,3.6,3303,,,,,,
338,83,219,Booked,2023-07-15,4.0,85365,6.0,Business,2.0,26.0,Winter,False
339,113,141,Booked,2023-02-24,3.4,4932,3.0,Family_vacation,1.0,16.0,Festival,False
340,243,24,Reviewed,2023-12-04,3.9,21240,,,,,,
341,125,128,Reviewed,2023-05-24,4.3,29310,,,,,,
342,97,31,Reviewed,2023-02-21,3.7,39084,,,,,,
343,71,276,Booked,2023-07-09,4.1,57555,1.0,Leisure,1.0,5.0,Summer,False
344,199,376,Booked,2023-07-31,4.5,50666,2.0,Family_vacation,2.0,10.0,Winter,False
345,113,126,Reviewed,2023-06-17,4.0,108626,,,,,,
346,170,134,Booked,2023-10-13,4.6,45723,6.0,Business,2.0,5.0,Summer,False
347,180,365,Booked,2023-06-10,5.0,34488,7.0,Leisure,1.0,24.0,Winter,False
348,120,117,Booked,2023-08-24,4.5,18984,6.0,Family_vacation,1.0,9.0,Monsoon,False
349,239,12,Booked,2023-03-13,2.8,14904,4.0,Leisure,2.0,26.0,Festival,False
350,213,271,Reviewed,2023-01-31,4.8,87205,,,,,,
351,96,9,Booked,2023-10-17,3.9,19169,5.0,Leisure,5.0,16.0,Monsoon,False
352,163,35,Booked,2023-02-08,4.4,50840,7.0,Business,5.0,6.0,Summer,False
353,120,313,Booked,2023-11-29,5.0,23324,1.0,Family_vacation,1.0,14.0,Monsoon,False
354,228,379,Booked,2023-03-19,3.7,15939,2.0,Family_vacation,2.0,19.0,Monsoon,False
355,200,355,Booked,2023-08-10,4.7,29004,5.0,Leisure,3.0,20.0,Festival,True
356,58,166,Booked,2023-08-07,4.7,35294,2.0,Family_vacation,1.0,22.0,Monsoon,False
357,168,341,Booked,2023-04-13,3.8,8350,3.0,Family_vacation,2.0,28.0,Winter,False
358,38,106,Reviewed,2023-06-07,3.2,13114,,,,,,
359,137,309,Booked,2023-01-21,4.6,92075,3.0,Business,2.0,11.0,Monsoon,False
360,169,107,Booked,2023-04-14,4.1,49420,3.0,Business,3.0,25.0,Monsoon,True
361,225,226,Reviewed,2023-03-05,4.4,26276,,,,,,
362,7,228,Reviewed,2023-04-17,3.0,57492,,,,,,
363,113,205,Booked,2023-04-12,4.1,70572,5.0,Business,1.0,3.0,Winter,False
364,149,371,Booked,2023-09-22,3.1,137256,2.0,Business,2.0,16.0,Monsoon,False
365,82,213,Booked,2023-04-08,4.0,18991,7.0,Family_vacation,4.0,16.0,Monsoon,False
366,242,234,Reviewed,2023-01-09,3.0,88893,,,,,,
367,108,205,Reviewed,2023-02-21,4.2,52929,,,,,,
368,215,34,Reviewed,2023-08-11,5.0,69036,,,,,,
369,77,118,Booked,2023-12-26,2.6,51228,7.0,Leisure,4.0,1.0,Monsoon,False
370,230,166,Reviewed,2023-01-24,4.6,10084,,,,,,
371,46,290,Booked,2023-01-05,3.6,36524,2.0,Family_vacation,4.0,25.0,Summer,True
372,206,108,Booked,2023-12-05,4.7,31120,4.0,Business,1.0,14.0,Winter,False
373,133,78,Booked,2023-12-09,3.9,4325,7.0,Business,1.0,1.0,Festival,False
374,104,321,Reviewed,2023-07-11,4.6,30087,,,,,,
375,160,165,Booked,2023-01-15,5.0,52686,1.0,Leisure,2.0,2.0,Winter,False
376,12,277,Reviewed,2023-07-13,3.3,19308,,,,,,
377,135,87,Booked,2023-03-22,3.1,15303,2.0,Business,2.0,14.0,Summer,False
378,122,238,Booked,2023-08-01,4.6,95340,4.0,Business,2.0,28.0,Summer,False
379,121,132,Booked,2023-03-07,3.1,16515,3.0,Family_vacation,1.0,22.0,Summer,False
380,192,293,Booked,2023-04-11,4.6,18430,2.0,Business,1.0,8.0,Summer,False
381,184,207,Reviewed,2023-05-25,3.8,13699,,,,,,
382,64,116,Booked,2023-05-09,3.6,67080,3.0,Leisure,1.0,23.0,Festival,False
383,134,265,Reviewed,2023-10-23,4.1,56625,,,,,,
384,195,68,Reviewed,2023-06-17,4.8,110430,,,,,,
385,38,297,Reviewed,2023-01-18,4.8,128275,,,,,,
386,99,324,Booked,2023-01-25,4.7,10994,1.0,Business,1.0,21.0,Summer,False
387,61,83,Booked,2023-07-23,3.7,46940,4.0,Leisure,2.0,28.0,Monsoon,False
388,223,296,Booked,2023-07-27,4.6,37282,4.0,Family_vacation,2.0,9.0,Festival,False
389,72,336,Reviewed,2023-09-21,5.0,14514,,,,,,
390,229,96,Reviewed,2023-05-11,2.9,68866,,,,,,
391,125,396,Booked,2023-10-09,4.0,5689,6.0,Leisure,2.0,25.0,Monsoon,True
392,94,219,Reviewed,2023-11-25,3.7,85365,,,,,,
393,33,49,Booked,2023-04-27,3.7,114548,1.0,Business,2.0,18.0,Monsoon,False
394,89,158,Reviewed,2023-08-20,3.4,8274,,,,,,
395,248,259,Booked,2023-04-04,4.6,32775,2.0,Business,5.0,8.0,Summer,False
396,191,182,Reviewed,2023-09-27,4.9,27992,,,,,,
397,145,272,Booked,2023-09-26,3.9,82595,3.0,Family_vacation,2.0,8.0,Winter,False
398,26,349,Reviewed,2023-03-26,4.3,123571,,,,,,
399,159,116,Reviewed,2023-03-19,4.0,55900,,,,,,
400,109,104,Reviewed,2023-05-23,3.8,70300,,,,,,
401,76,200,Booked,2023-09-25,4.8,43548,4.0,Leisure,3.0,24.0,Monsoon,True
402,65,363,Booked,2023-10-12,4.7,24726,6.0,Family_vacation,1.0,20.0,Summer,True
403,106,72,Booked,2023-03-15,3.9,14944,7.0,Business,1.0,13.0,Winter,False
404,101,303,Booked,2023-04-10,4.3,55611,1.0,Business,4.0,5.0,Festival,False
405,190,300,Booked,2023-12-11,3.8,44088,2.0,Family_vacation,4.0,25.0,Monsoon,True
406,31,267,Reviewed,2023-06-09,4.8,52759,,,,,,
407,161,307,Booked,2023-08-30,4.3,19112,3.0,Business,2.0,18.0,Festival,False
408,226,387,Booked,2023-06-24,5.0,17294,4.0,Leisure,2.0,4.0,Festival,False
409,44,364,Booked,2023-12-21,3.8,43236,7.0,Leisure,2.0,8.0,Summer,True
410,188,309,Booked,2023-11-03,4.6,36830,7.0,Family_vacation,1.0,16.0,Festival,False
411,164,54,Reviewed,2023-05-24,5.0,93552,,,,,,
412,71,129,Booked,2023-11-24,4.6,38476,6.0,Leisure,1.0,12.0,Summer,True
413,183,249,Reviewed,2023-05-05,4.0,18574,,,,,,
414,152,223,Booked,2023-12-07,3.7,24423,7.0,Family_vacation,4.0,18.0,Festival,False
415,223,342,Reviewed,2023-07-15,3.4,15002,,,,,,
416,152,330,Reviewed,2023-02-20,3.1,14441,,,,,,
417,248,392,Booked,2023-05-03,4.0,50790,6.0,Family_vacation,4.0,27.0,Festival,False
418,11,178,Reviewed,2023-11-28,4.6,44086,,,,,,
419,118,294,Booked,2023-09-25,3.8,52656,7.0,Family_vacation,1.0,24.0,Festival,False
420,7,111,Reviewed,2023-10-18,3.5,25650,,,,,,
421,243,169,Booked,2023-02-20,3.4,21188,7.0,Business,5.0,15.0,Monsoon,False
422,175,177,Reviewed,2023-06-30,4.6,24126,,,,,,
423,71,229,Reviewed,2023-01-25,3.9,104916,,,,,,
424,163,135,Reviewed,2023-03-24,3.8,12327,,,,,,
425,222,281,Reviewed,2023-11-28,3.1,44768,,,,,,
426,193,179,Booked,2023-03-30,3.3,68145,1.0,Leisure,2.0,12.0,Winter,False
427,79,52,Booked,2023-02-16,3.4,45882,5.0,Leisure,5.0,6.0,Festival,False
428,220,363,Booked,2023-09-06,4.4,86541,4.0,Leisure,3.0,6.0,Monsoon,True
429,49,298,Booked,2023-06-08,3.7,107424,6.0,Family_vacation,2.0,10.0,Winter,False
430,179,39,Reviewed,2023-04-12,2.6,89214,,,,,,
431,154,340,Booked,2023-07-27,5.0,21606,6.0,Leisure,1.0,18.0,Monsoon,False
432,236,198,Reviewed,2023-02-23,4.5,118620,,,,,,
433,209,151,Reviewed,2023-11-11,4.0,8913,,,,,,
434,83,116,Reviewed,2023-08-15,4.3,22360,,,,,,
435,141,80,Booked,2023-12-08,5.0,6552,4.0,Business,1.0,27.0,Winter,False
436,58,226,Reviewed,2023-11-28,4.4,13138,,,,,,
437,4,152,Reviewed,2023-05-05,4.6,129045,,,,,,
438,157,248,Booked,2023-08-13,3.6,65430,5.0,Business,1.0,14.0,Winter,False
439,149,205,Reviewed,2023-11-18,4.4,70572,,,,,,
440,192,134,Reviewed,2023-12-28,4.9,45723,,,,,,
441,206,135,Booked,2023-08-09,4.0,3522,3.0,Family_vacation,1.0,12.0,Summer,False
442,35,165,Booked,2023-12-26,4.7,87810,5.0,Business,1.0,4.0,Festival,False
443,27,310,Booked,2023-04-27,3.9,21666,6.0,Family_vacation,1.0,18.0,Winter,False
444,148,28,Booked,2023-08-24,3.8,62148,5.0,Leisure,2.0,3.0,Winter,True
445,115,287,Booked,2023-11-29,4.2,19587,4.0,Family_vacation,2.0,5.0,Summer,False
446,17,369,Booked,2023-05-22,3.6,23916,1.0,Family_vacation,1.0,20.0,Festival,False
447,196,69,Booked,2023-07-22,3.4,18984,3.0,Family_vacation,2.0,23.0,Monsoon,False
448,146,261,Booked,2023-07-28,3.6,20615,6.0,Family_vacation,1.0,11.0,Summer,False
449,14,365,Reviewed,2023-07-03,4.9,80472,,,,,,
450,19,315,Booked,2023-02-02,3.6,24744,2.0,Family_vacation,2.0,7.0,Winter,False
451,199,389,Reviewed,2023-04-02,3.7,15796,,,,,,
452,167,254,Booked,2023-03-03,3.6,12324,4.0,Family_vacation,1.0,23.0,Festival,False
453,98,357,Booked,2023-08-31,3.5,11817,2.0,Business,4.0,12.0,Winter,False
454,226,130,Booked,2023-09-13,3.4,28197,4.0,Business,2.0,8.0,Monsoon,False
455,163,42,Booked,2023-06-23,4.0,16472,5.0,Leisure,3.0,29.0,Summer,False
456,16,350,Booked,2023-07-11,3.3,7011,5.0,Business,2.0,1.0,Monsoon,False
457,8,291,Reviewed,2023-10-16,4.6,4320,,,,,,
458,245,89,Booked,2023-04-07,3.4,77196,2.0,Family_vacation,3.0,12.0,Summer,False
459,234,80,Reviewed,2023-11-04,4.8,13104,,,,,,
460,229,226,Reviewed,2023-12-28,4.4,45983,,,,,,
461,46,260,Booked,2023-03-18,4.2,61588,1.0,Family_vacation,3.0,30.0,Summer,False
462,80,150,Booked,2023-02-25,3.0,34478,5.0,Family_vacation,3.0,29.0,Summer,False
463,155,80,Reviewed,2023-11-10,5.0,26208,,,,,,
464,238,338,Booked,2023-10-08,4.2,12775,4.0,Business,1.0,22.0,Summer,False
465,94,73,Booked,2023-05-03,5.0,63272,2.0,Leisure,1.0,2.0,Monsoon,True
466,236,246,Reviewed,2023-12-04,3.3,90699,,,,,,
467,152,51,Booked,2023-09-24,3.8,54804,3.0,Family_vacation,5.0,19.0,Festival,False
468,165,103,Reviewed,2023-05-25,3.5,11992,,,,,,
469,196,102,Reviewed,2023-05-30,5.0,68772,,,,,,
470,104,223,Booked,2023-07-13,3.5,3489,4.0,Business,4.0,18.0,Festival,False
471,79,255,Booked,2023-05-28,3.8,56910,1.0,Family_vacation,3.0,7.0,Summer,False
472,151,383,Booked,2023-10-20,4.6,107976,3.0,Family_vacation,1.0,2.0,Summer,True
473,78,198,Booked,2023-04-07,4.0,98850,1.0,Family_vacation,4.0,24.0,Winter,False
474,175,358,Booked,2023-01-23,4.9,15869,4.0,Business,2.0,29.0,Winter,False
475,19,366,Reviewed,2023-04-15,4.2,47565,,,,,,
476,164,314,Booked,2023-01-08,4.4,37412,2.0,Family_vacation,1.0,4.0,Monsoon,True
477,62,338,Booked,2023-06-19,4.4,7300,7.0,Business,4.0,30.0,Festival,True
478,37,307,Reviewed,2023-05-07,4.7,14334,,,,,,
479,226,217,Reviewed,2023-12-15,4.2,52150,,,,,,
480,231,321,Reviewed,2023-06-08,3.9,60174,,,,,,
481,189,140,Booked,2023-07-29,3.6,58504,7.0,Leisure,4.0,9.0,Winter,False
482,125,130,Reviewed,2023-11-04,3.3,56394,,,,,,
483,102,22,Booked,2023-12-23,3.7,36944,6.0,Family_vacation,3.0,3.0,Summer,False
484,231,251,Booked,2023-02-04,4.4,36042,2.0,Family_vacation,2.0,9.0,Festival,False
485,74,146,Booked,2023-10-19,3.1,10906,1.0,Leisure,1.0,27.0,Winter,False
486,143,255,Reviewed,2023-04-13,3.1,9485,,,,,,
487,121,246,Booked,2023-02-25,2.7,12957,7.0,Leisure,1.0,6.0,Summer,False
488,207,35,Booked,2023-05-04,4.3,30504,4.0,Family_vacation,1.0,5.0,Festival,False
489,11,340,Booked,2023-09-15,5.0,21606,7.0,Business,5.0,11.0,Summer,False
490,243,79,Booked,2023-06-24,4.6,17184,2.0,Leisure,4.0,7.0,Summer,False
491,40,150,Reviewed,2023-09-16,2.7,34478,,,,,,
492,161,100,Reviewed,2023-06-21,4.1,51140,,,,,,
493,7,226,Reviewed,2023-02-05,4.4,32845,,,,,,
494,136,148,Booked,2023-10-13,3.8,24115,3.0,Business,3.0,22.0,Summer,False
495,137,9,Booked,2023-11-13,4.2,115014,3.0,Leisure,2.0,2.0,Winter,False
496,176,120,Booked,2023-01-04,3.0,66320,1.0,Leisure,1.0,25.0,Summer,False
497,196,322,Booked,2023-01-19,4.1,15779,1.0,Family_vacation,2.0,27.0,Festival,False
498,166,198,Booked,2023-05-25,4.3,79080,4.0,Family_vacation,2.0,8.0,Festival,False
499,89,326,Reviewed,2023-08-21,3.5,31334,,,,,,
500,117,275,Booked,2023-07-04,4.1,51291,6.0,Family_vacation,1.0,6.0,Festival,False
501,226,83,Booked,2023-07-08,4.1,37552,7.0,Leisure,2.0,5.0,Summer,False
502,182,278,Booked,2023-04-27,3.6,34746,7.0,Family_vacation,1.0,12.0,Winter,False
503,108,214,Booked,2023-08-24,4.8,44392,4.0,Leisure,2.0,12.0,Monsoon,False
504,103,69,Booked,2023-09-29,3.3,9492,6.0,Business,5.0,7.0,Monsoon,False
505,141,392,Reviewed,2023-07-29,4.0,25395,,,,,,
506,55,202,Reviewed,2023-03-14,3.2,19355,,,,,,
507,167,232,Reviewed,2023-06-03,4.2,72730,,,,,,
508,223,320,Booked,2023-07-31,3.0,28132,3.0,Family_vacation,2.0,29.0,Winter,False
509,240,265,Booked,2023-08-10,3.3,75500,1.0,Family_vacation,2.0,7.0,Festival,False
510,45,140,Booked,2023-12-15,3.5,29252,6.0,Leisure,2.0,19.0,Winter,False
511,82,240,Booked,2023-05-06,3.8,13746,7.0,Leisure,4.0,20.0,Summer,False
512,202,34,Reviewed,2023-02-13,4.5,80542,,,,,,
513,223,28,Booked,2023-06-19,4.1,46611,3.0,Business,2.0,24.0,Winter,False
514,79,34,Booked,2023-07-05,5.0,34518,5.0,Leisure,4.0,11.0,Winter,False
515,26,288,Booked,2023-03-23,4.9,33018,2.0,Leisure,1.0,4.0,Festival,False
516,142,322,Booked,2023-08-29,4.2,47337,6.0,Business,1.0,4.0,Winter,False
517,25,387,Reviewed,2023-01-21,4.2,69176,,,,,,
518,122,195,Booked,2023-09-02,2.9,2042,5.0,Family_vacation,2.0,27.0,Monsoon,False
519,150,293,Booked,2023-04-04,4.9,3686,4.0,Family_vacation,5.0,12.0,Monsoon,False
520,227,190,Booked,2023-02-05,3.2,55175,3.0,Family_vacation,1.0,13.0,Winter,False
521,240,343,Booked,2023-04-11,3.8,16995,3.0,Family_vacation,2.0,26.0,Summer,False
522,205,254,Reviewed,2023-01-09,3.9,61620,,,,,,
523,107,87,Reviewed,2023-07-06,3.8,10202,,,,,,
524,132,144,Reviewed,2023-09-24,4.8,13023,,,,,,
525,126,164,Reviewed,2023-03-27,3.3,3922,,,,,,
526,180,157,Booked,2023-05-15,3.7,64468,3.0,Business,1.0,9.0,Festival,False
527,86,283,Reviewed,2023-01-17,2.8,41040,,,,,,
528,3,377,Booked,2023-10-21,4.5,78456,2.0,Leisure,1.0,13.0,Festival,True
529,173,139,Booked,2023-12-23,3.3,36723,7.0,Family_vacation,2.0,28.0,Festival,False
530,88,68,Reviewed,2023-06-27,5.0,92025,,,,,,
531,50,251,Booked,2023-05-25,4.5,48056,6.0,Business,5.0,30.0,Monsoon,False
532,230,59,Reviewed,2023-01-12,3.6,124586,,,,,,
533,196,55,Booked,2023-05-05,3.7,59706,1.0,Business,2.0,19.0,Winter,False
534,222,39,Reviewed,2023-01-05,3.2,89214,,,,,,
535,207,175,Reviewed,2023-11-13,4.1,81310,,,,,,
536,161,236,Reviewed,2023-11-20,3.9,63462,,,,,,
537,171,55,Reviewed,2023-11-10,3.7,119412,,,,,,
538,36,103,Reviewed,2023-02-11,3.3,17988,,,,,,
539,244,47,Booked,2023-01-02,4.8,41346,2.0,Business,2.0,2.0,Summer,False
540,161,272,Booked,2023-04-09,4.3,33038,6.0,Leisure,2.0,20.0,Winter,False
541,188,347,Booked,2023-10-31,3.5,18983,4.0,Business,1.0,17.0,Summer,True
542,250,102,Reviewed,2023-05-15,4.6,85965,,,,,,
543,148,97,Booked,2023-12-25,4.6,98231,1.0,Business,2.0,6.0,Monsoon,False
544,59,84,Reviewed,2023-07-22,3.5,98140,,,,,,
545,76,308,Booked,2023-07-31,4.7,13812,2.0,Leisure,4.0,27.0,Monsoon,False
546,136,4,Booked,2023-12-02,3.9,15306,3.0,Leisure,3.0,3.0,Summer,True
547,89,376,Reviewed,2023-01-31,4.3,50666,,,,,,
548,111,41,Booked,2023-12-12,3.7,84294,4.0,Business,2.0,24.0,Summer,False
549,198,186,Booked,2023-12-24,4.2,25734,1.0,Family_vacation,1.0,9.0,Monsoon,False
550,191,246,Booked,2023-07-09,3.1,90699,4.0,Leisure,5.0,24.0,Winter,False
551,44,22,Reviewed,2023-12-20,3.3,73888,,,,,,
552,226,237,Reviewed,2023-06-16,5.0,61544,,,,,,
553,242,207,Booked,2023-08-26,3.8,54796,4.0,Business,1.0,5.0,Festival,False
554,7,72,Booked,2023-06-12,3.8,52304,6.0,Business,4.0,12.0,Summer,False
555,210,339,Booked,2023-03-30,2.7,21334,2.0,Business,3.0,13.0,Festival,False
556,87,102,Reviewed,2023-01-12,5.0,34386,,,,,,
557,78,282,Reviewed,2023-05-23,2.9,49632,,,,,,
558,156,371,Booked,2023-09-13,3.4,137256,2.0,Leisure,2.0,22.0,Summer,False
559,28,35,Booked,2023-06-15,4.6,50840,3.0,Business,2.0,8.0,Festival,False
560,107,252,Booked,2023-01-07,4.1,36828,2.0,Leisure,2.0,21.0,Monsoon,False
561,110,314,Reviewed,2023-03-04,4.9,46765,,,,,,
562,73,175,Reviewed,2023-07-11,4.8,113834,,,,,,
563,33,190,Booked,2023-10-17,4.0,11035,1.0,Leisure,2.0,12.0,Festival,False
564,242,168,Booked,2023-12-19,2.7,30912,3.0,Family_vacation,1.0,30.0,Festival,False
565,143,175,Booked,2023-10-23,4.8,97572,2.0,Business,2.0,11.0,Winter,False
566,157,122,Reviewed,2023-05-08,3.5,17400,,,,,,
567,228,10,Booked,2023-06-10,3.3,7512,4.0,Business,2.0,20.0,Monsoon,True
568,126,237,Reviewed,2023-11-05,5.0,52752,,,,,,
569,69,35,Reviewed,2023-08-19,4.2,20336,,,,,,
570,203,395,Booked,2023-05-22,3.6,36171,7.0,Business,1.0,16.0,Winter,False
571,1,168,Booked,2023-07-02,3.3,17664,5.0,Business,2.0,26.0,Monsoon,False
572,125,161,Booked,2023-11-06,3.5,11384,7.0,Family_vacation,2.0,7.0,Summer,False
573,16,377,Reviewed,2023-04-10,5.0,98070,,,,,,
574,73,128,Reviewed,2023-07-12,3.7,41034,,,,,,
575,219,6,Reviewed,2023-06-02,4.2,38190,,,,,,
576,76,13,Booked,2023-01-15,4.0,139636,4.0,Business,4.0,15.0,Winter,False
577,98,285,Booked,2023-03-22,3.9,134687,3.0,Business,4.0,15.0,Monsoon,False
578,156,233,Reviewed,2023-05-26,3.8,4408,,,,,,
579,83,9,Reviewed,2023-03-05,3.5,57507,,,,,,
580,142,245,Booked,2023-07-08,4.5,139552,6.0,Leisure,1.0,18.0,Summer,False
581,166,166,Reviewed,2023-07-22,4.7,25210,,,,,,
582,215,390,Reviewed,2023-01-18,4.8,5712,,,,,,
583,145,388,Booked,2023-10-19,2.5,89530,1.0,Family_vacation,2.0,23.0,Winter,False
584,238,35,Reviewed,2023-03-13,4.0,50840,,,,,,
585,42,366,Reviewed,2023-05-01,3.8,28539,,,,,,
586,249,183,Reviewed,2023-06-23,4.5,57384,,,,,,
587,193,36,Booked,2023-09-10,3.9,4135,5.0,Leisure,2.0,21.0,Festival,False
588,141,46,Booked,2023-04-17,3.3,9712,7.0,Leisure,1.0,8.0,Winter,True
589,175,286,Reviewed,2023-01-13,3.4,80248,,,,,,
590,179,116,Booked,2023-09-03,3.5,22360,7.0,Business,2.0,5.0,Winter,False
591,83,199,Booked,2023-11-21,4.8,19541,5.0,Leisure,2.0,16.0,Summer,False
592,179,213,Booked,2023-10-09,3.8,37982,5.0,Business,2.0,7.0,Winter,False
593,2,179,Booked,2023-12-26,2.6,29205,5.0,Business,2.0,13.0,Winter,False
594,2,322,Reviewed,2023-11-15,3.8,78895,,,,,,
595,96,262,Reviewed,2023-07-18,3.2,5314,,,,,,
596,194,312,Booked,2023-05-12,4.8,18315,3.0,Leisure,2.0,4.0,Monsoon,False
597,115,309,Booked,2023-11-30,4.5,128905,4.0,Business,2.0,6.0,Summer,True
598,206,55,Booked,2023-04-16,3.8,99510,6.0,Family_vacation,1.0,10.0,Winter,False
599,210,156,Reviewed,2023-07-04,4.0,40254,,,,,,
600,161,118,Reviewed,2023-10-18,3.4,59766,,,,,,
601,65,112,Booked,2023-09-19,3.4,5939,2.0,Business,1.0,28.0,Monsoon,False
602,243,369,Reviewed,2023-07-18,3.8,15944,,,,,,
603,101,309,Reviewed,2023-03-26,4.7,73660,,,,,,
604,144,306,Reviewed,2023-05-27,3.8,70356,,,,,,
605,220,128,Reviewed,2023-02-09,3.9,5862,,,,,,
606,219,16,Booked,2023-11-14,3.0,9676,3.0,Business,2.0,10.0,Festival,False
607,146,82,Reviewed,2023-02-19,3.1,28174,,,,,,
608,166,98,Booked,2023-08-05,4.2,19749,1.0,Leisure,2.0,14.0,Summer,False
609,9,62,Reviewed,2023-06-04,3.6,79888,,,,,,
610,239,105,Reviewed,2023-03-03,4.3,20880,,,,,,
611,244,350,Reviewed,2023-01-16,4.1,28044,,,,,,
612,45,8,Reviewed,2023-02-27,3.9,23428,,,,,,
613,117,297,Booked,2023-12-22,4.7,54975,1.0,Family_vacation,1.0,19.0,Festival,True
614,178,79,Booked,2023-04-21,3.8,34368,4.0,Business,1.0,2.0,Festival,False
615,120,212,Reviewed,2023-03-31,4.0,28210,,,,,,
616,230,23,Reviewed,2023-12-03,3.1,130067,,,,,,
617,225,144,Booked,2023-12-30,4.2,52092,2.0,Leisure,3.0,22.0,Monsoon,False
618,49,121,Booked,2023-12-20,3.5,19116,6.0,Business,2.0,28.0,Festival,False
619,180,251,Booked,2023-04-29,5.0,72084,1.0,Leisure,1.0,12.0,Summer,False
620,117,242,Reviewed,2023-10-06,4.3,106014,,,,,,
621,231,191,Reviewed,2023-10-10,3.1,52437,,,,,,
622,189,328,Booked,2023-06-27,4.7,48235,4.0,Leisure,4.0,12.0,Monsoon,False
623,173,385,Booked,2023-09-11,4.9,74348,3.0,Leisure,2.0,3.0,Monsoon,False
624,86,184,Reviewed,2023-11-27,3.1,62713,,,,,,
625,139,349,Reviewed,2023-03-26,4.6,52959,,,,,,
626,130,321,Booked,2023-03-16,4.3,50145,6.0,Family_vacation,3.0,28.0,Winter,False
627,203,106,Booked,2023-12-21,3.4,91798,4.0,Business,1.0,17.0,Summer,False
628,148,3,Booked,2023-05-11,5.0,28854,2.0,Family_vacation,2.0,8.0,Monsoon,False
629,84,375,Booked,2023-07-11,3.4,24700,5.0,Family_vacation,2.0,27.0,Festival,False
630,90,384,Booked,2023-07-28,4.6,12270,2.0,Family_vacation,2.0,21.0,Festival,False
631,178,386,Reviewed,2023-04-07,4.1,117635,,,,,,
632,249,259,Reviewed,2023-02-25,4.7,6555,,,,,,
633,178,157,Reviewed,2023-05-04,4.0,48351,,,,,,
634,212,108,Reviewed,2023-10-05,5.0,43568,,,,,,
635,49,13,Booked,2023-01-09,3.4,19948,2.0,Business,2.0,27.0,Summer,True
636,116,61,Booked,2023-08-05,4.1,42054,4.0,Business,2.0,23.0,Monsoon,False
637,96,107,Booked,2023-06-05,4.2,61775,4.0,Family_vacation,5.0,19.0,Summer,False
638,9,256,Booked,2023-06-13,4.1,36483,6.0,Leisure,4.0,25.0,Summer,False
639,151,318,Reviewed,2023-06-29,4.0,26508,,,,,,
640,126,14,Reviewed,2023-07-14,3.9,78692,,,,,,
641,195,45,Booked,2023-09-01,4.4,8027,1.0,Business,1.0,24.0,Summer,False
642,192,173,Booked,2023-05-04,5.0,45924,1.0,Leisure,1.0,10.0,Festival,False
643,106,49,Reviewed,2023-01-06,3.4,81820,,,,,,
644,221,346,Booked,2023-01-15,4.9,46480,1.0,Family_vacation,3.0,15.0,Monsoon,False
645,100,275,Booked,2023-12-01,4.6,51291,5.0,Business,5.0,17.0,Festival,False
646,116,151,Reviewed,2023-03-25,3.5,44565,,,,,,
647,85,219,Reviewed,2023-02-26,4.4,119511,,,,,,
648,20,102,Booked,2023-09-04,5.0,17193,4.0,Family_vacation,1.0,26.0,Winter,False
649,12,155,Booked,2023-04-04,2.8,80010,6.0,Family_vacation,1.0,28.0,Festival,False
650,114,359,Reviewed,2023-03-01,2.7,27998,,,,,,
651,34,380,Booked,2023-11-06,4.9,32212,4.0,Leisure,1.0,26.0,Festival,True
652,135,356,Booked,2023-07-08,4.8,14832,4.0,Leisure,2.0,2.0,Monsoon,False
653,180,217,Reviewed,2023-02-04,3.7,22350,,,,,,
654,225,341,Booked,2023-07-03,3.5,8350,2.0,Business,3.0,1.0,Winter,True
655,48,341,Reviewed,2023-04-11,3.5,8350,,,,,,
656,96,286,Booked,2023-05-15,3.9,80248,6.0,Business,5.0,14.0,Summer,False
657,60,104,Reviewed,2023-03-17,4.1,105450,,,,,,
658,180,201,Booked,2023-01-06,3.6,72240,7.0,Business,1.0,4.0,Monsoon,False
659,3,156,Booked,2023-03-12,3.9,13418,7.0,Leisure,1.0,26.0,Winter,False
660,122,245,Booked,2023-09-03,4.6,39872,4.0,Family_vacation,2.0,21.0,Summer,False
661,33,262,Booked,2023-03-16,3.9,2657,4.0,Family_vacation,2.0,3.0,Winter,False
662,193,212,Reviewed,2023-11-17,3.4,11284,,,,,,
663,212,135,Reviewed,2023-07-28,3.7,7044,,,,,,
664,11,165,Booked,2023-07-22,4.5,105372,6.0,Leisure,4.0,15.0,Winter,False
665,33,246,Booked,2023-11-11,3.5,64785,4.0,Family_vacation,2.0,28.0,Winter,False
666,134,148,Reviewed,2023-09-12,4.4,19292,,,,,,
667,154,16,Reviewed,2023-08-02,3.0,9676,,,,,,
668,181,398,Booked,2023-03-16,5.0,14005,3.0,Leisure,2.0,13.0,Monsoon,False
669,207,175,Booked,2023-06-05,4.9,81310,3.0,Leisure,1.0,28.0,Festival,False
670,99,388,Booked,2023-12-19,3.1,89530,6.0,Family_vacation,1.0,20.0,Winter,False
671,24,355,Reviewed,2023-09-08,4.8,36255,,,,,,
672,133,316,Booked,2023-11-20,2.6,19242,3.0,Leisure,1.0,28.0,Monsoon,False
673,59,161,Reviewed,2023-06-15,3.6,28460,,,,,,
674,49,179,Booked,2023-06-06,2.7,29205,5.0,Family_vacation,2.0,14.0,Monsoon,False
675,109,343,Reviewed,2023-12-04,3.0,28325,,,,,,
