hotel_id,name,city,state,star_rating,price_per_night_inr,property_type,total_rooms,year_established,free_wifi,air_conditioning,parking,room_service,24_7_front_desk,restaurant,gym,pool,spa,business_center,conference_hall,airport_shuttle,meeting_rooms,vegetarian_restaurant,multilingual_staff,local_cuisine,popularity_score,review_count
153,Taj Sule-Kaur Kolkata,Kolkata,West Bengal,4,4633,Resort,106,1990,True,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,2.0,1.0
154,ITC Char-Khosla Hyderabad,Hyderabad,Telangana,5,6378,Luxury Hotel,154,1994,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,2.0,0.0
155,Royal Ramaswamy-Vora Delhi,Delhi,Delhi,4,7592,Resort,276,2022,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,4.0,1.0
156,Leela Sawhney-Gokhale Delhi,Delhi,Delhi,3,5171,Hotel,52,2006,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,3.0,1.0
157,Leela Narasimhan-Bhargava Hyderabad,Hyderabad,Telangana,5,6362,5-Star Resort,59,2006,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,4.0,1.0
158,"Royal Thaman, Nagarajan and Dass Pune",Pune,Maharashtra,5,8406,5-Star Resort,189,1997,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,6.0,3.0
159,Grand Parikh Group Jaipur,Jaipur,Rajasthan,4,5034,Business Hotel,165,1995,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,False,3.0,0.0
160,Grand Rajagopalan LLC Chennai,Chennai,Tamil Nadu,3,3800,Hotel,123,2022,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,1.0,1.0
161,Taj Morar-Shetty Kochi,Kochi,Kerala,4,4282,Hotel,291,2017,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True,0.0,0.0
162,"Grand Chana, Koshy and Varma Chennai",Chennai,Tamil Nadu,4,5568,Business Hotel,287,1997,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,3.0,0.0
163,"Taj Sur, Dubey and Wali Ahmedabad",Ahmedabad,Gujarat,4,4269,Business Hotel,267,2006,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,8.0,2.0
164,"Grand Vasa, Tripathi and Aurora Kolkata",Kolkata,West Bengal,5,5686,Luxury Hotel,94,2020,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,1.0,1.0
165,ITC Chand LLC Lucknow,Lucknow,Uttar Pradesh,4,4043,Resort,119,1992,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,0.0,0.0
166,ITC Tak and Sons Lucknow,Lucknow,Uttar Pradesh,4,4104,Business Hotel,198,2012,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,0.0,0.0
167,"Leela Garg, Rau and Garg Kolkata",Kolkata,West Bengal,3,3176,Service Apartment,267,2005,False,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True,1.0,0.0
168,Grand Dash-Ramakrishnan Hyderabad,Hyderabad,Telangana,5,7339,5-Star Resort,195,1994,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,4.0,0.0
169,Grand Khurana LLC Ahmedabad,Ahmedabad,Gujarat,4,5144,Hotel,60,2021,True,True,False,True,False,True,False,False,True,False,False,True,True,True,True,True,0.0,0.0
170,Leela Ratta Inc Lucknow,Lucknow,Uttar Pradesh,4,3691,Resort,296,1992,True,True,True,True,True,False,False,False,True,True,False,False,True,False,True,True,0.0,0.0
171,Taj Koshy Inc Ahmedabad,Ahmedabad,Gujarat,3,3443,Boutique Hotel,114,2021,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,17.0,6.0
172,Grand Batta Group Pune,Pune,Maharashtra,4,5788,Hotel,235,2021,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,3.0,1.0
173,ITC Nayak-Master Bangalore,Bangalore,Karnataka,5,7913,Business Hotel,151,2012,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,2.0,0.0
174,Royal Shukla-Chhabra Mumbai,Mumbai,Maharashtra,5,9430,Business Hotel,192,2016,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True,False,5.0,3.0
175,Grand Dada Ltd Kochi,Kochi,Kerala,5,5562,Luxury Hotel,140,2006,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,2.0,1.0
176,Royal Chaudhary-Dutta Delhi,Delhi,Delhi,5,8290,Luxury Hotel,289,2000,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,True,4.0,4.0
177,"ITC Gade, Mander and Singhal Mumbai",Mumbai,Maharashtra,4,6965,Resort,197,2020,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True,0.0,0.0
178,ITC Lalla PLC Ahmedabad,Ahmedabad,Gujarat,4,4477,Hotel,23,2013,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,9.0,3.0
179,Leela Reddy-Dora Chennai,Chennai,Tamil Nadu,5,6287,Luxury Hotel,55,2001,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,3.0,1.0
180,Taj Mitra-Shukla Bangalore,Bangalore,Karnataka,4,5517,Resort,179,2021,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,3.0,2.0
181,Leela Shetty-Korpal Hyderabad,Hyderabad,Telangana,5,6671,Luxury Hotel,37,2002,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,4.0,1.0
182,Grand Brahmbhatt-Jani Jaipur,Jaipur,Rajasthan,3,3819,Hotel,242,2010,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,3.0,1.0
183,Grand Narayan and Sons Mumbai,Mumbai,Maharashtra,4,7169,Resort,98,1996,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True,15.0,5.0
184,ITC Sengupta Ltd Bangalore,Bangalore,Karnataka,5,7182,5-Star Resort,185,2019,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,2.0,0.0
185,Grand Apte PLC Kolkata,Kolkata,West Bengal,4,4809,Business Hotel,295,2014,True,True,True,True,True,False,True,True,False,False,False,False,False,False,True,True,2.0,2.0
186,"Leela Dada, Pandya and Magar Chennai",Chennai,Tamil Nadu,4,5144,Business Hotel,151,1993,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,4.0,2.0
187,Grand Kant Inc Hyderabad,Hyderabad,Telangana,4,5075,Resort,59,2003,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,True,1.0,0.0
188,Royal Kar and Sons Ahmedabad,Ahmedabad,Gujarat,3,3265,Service Apartment,225,2022,True,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,2.0,1.0
189,Taj Mangat-Barad Hyderabad,Hyderabad,Telangana,4,5545,Resort,249,2015,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,2.0,1.0
190,Grand Deo-Kumar Mumbai,Mumbai,Maharashtra,4,8027,Resort,202,1999,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,1.0,0.0
191,Grand Goel Ltd Bangalore,Bangalore,Karnataka,5,6861,Business Hotel,215,1995,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,3.0,1.0
192,Royal Vohra Group Mumbai,Mumbai,Maharashtra,4,8327,Hotel,45,2015,True,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,3.0,0.0
193,Leela Rao-Badami Jaipur,Jaipur,Rajasthan,3,3832,Service Apartment,120,2005,True,True,True,False,True,True,False,False,False,True,True,True,True,False,False,True,4.0,1.0
194,Grand Gera Inc Chennai,Chennai,Tamil Nadu,3,3511,Hotel,122,2013,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,True,5.0,3.0
195,Taj Vig-Banerjee Bangalore,Bangalore,Karnataka,5,7571,Business Hotel,267,1999,True,True,True,False,False,True,True,True,False,True,False,True,True,False,True,True,13.0,3.0
196,Leela Basak-Varghese Kochi,Kochi,Kerala,3,2949,Hotel,214,2022,True,True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,1.0,0.0
197,ITC Dani-Parmer Delhi,Delhi,Delhi,5,9510,5-Star Resort,51,2006,True,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,0.0,0.0
198,ITC Rege and Sons Pune,Pune,Maharashtra,5,8279,5-Star Resort,249,1998,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,6.0,2.0
199,"Royal Choudhury, Sha and Sachdeva Chennai",Chennai,Tamil Nadu,5,6595,5-Star Resort,94,1991,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,1.0,0.0
200,Grand Kumar-Dhawan Hyderabad,Hyderabad,Telangana,4,5784,Resort,60,2020,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,0.0,0.0
201,"Leela Mallick, Balakrishnan and Bakshi Bangalore",Bangalore,Karnataka,5,7203,Business Hotel,270,2010,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,2.0,0.0
202,Royal Hayer Ltd Jaipur,Jaipur,Rajasthan,3,3930,Service Apartment,295,2015,True,True,True,False,False,True,False,False,False,True,False,True,True,False,False,False,3.0,0.0
203,Grand Chahal-Magar Mumbai,Mumbai,Maharashtra,5,9710,Luxury Hotel,299,1998,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,22.0,6.0
204,"Leela Mistry, Hegde and Sule Pune",Pune,Maharashtra,5,7547,Business Hotel,281,2000,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,5.0,0.0
205,"Grand Borah, Bedi and Baria Pune",Pune,Maharashtra,4,6205,Business Hotel,149,1990,True,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,4.0,1.0
206,Grand Shankar-Suri Jaipur,Jaipur,Rajasthan,3,3646,Service Apartment,198,1992,True,True,True,False,True,False,False,False,False,True,False,True,True,False,True,True,2.0,2.0
207,"Grand Taneja, Nagarajan and Kumer Bangalore",Bangalore,Karnataka,4,6167,Resort,185,2013,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,0.0,0.0
208,ITC Kota PLC Pune,Pune,Maharashtra,5,8171,Business Hotel,167,2017,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,2.0,1.0
209,Royal Butala PLC Lucknow,Lucknow,Uttar Pradesh,3,3285,Service Apartment,232,2016,True,True,True,False,False,True,False,False,False,False,True,True,True,True,True,False,10.0,5.0
210,"Taj Atwal, Bhakta and Parekh Mumbai",Mumbai,Maharashtra,4,7424,Resort,265,2020,True,True,True,True,True,False,True,False,True,True,False,False,True,False,True,True,1.0,0.0
211,Taj Ramesh-Randhawa Mumbai,Mumbai,Maharashtra,4,7903,Hotel,96,2007,True,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,5.0,2.0
212,ITC Mutti-Kannan Mumbai,Mumbai,Maharashtra,5,9291,5-Star Resort,109,1997,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,True,7.0,2.0
213,Royal Das LLC Hyderabad,Hyderabad,Telangana,5,7102,Luxury Hotel,38,2019,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,3.0,1.0
214,Taj Panchal PLC Pune,Pune,Maharashtra,5,8008,Business Hotel,183,2018,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,3.0,1.0
215,Royal Rai-Verma Kochi,Kochi,Kerala,4,4019,Hotel,261,1993,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,1.0,0.0
216,Grand Tara LLC Delhi,Delhi,Delhi,4,6876,Business Hotel,259,1996,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,2.0,1.0
217,"Leela Oza, Sahota and Bobal Jaipur",Jaipur,Rajasthan,3,3509,Boutique Hotel,107,2008,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,True,2.0,1.0
218,ITC Nori-Minhas Hyderabad,Hyderabad,Telangana,5,6860,5-Star Resort,242,2011,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,2.0,0.0
219,"Taj Mishra, Bhargava and Kala Ahmedabad",Ahmedabad,Gujarat,3,3689,Boutique Hotel,51,1995,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,4.0,1.0
220,Leela Mand-Pall Chennai,Chennai,Tamil Nadu,4,5444,Business Hotel,196,1995,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,3.0,0.0
221,Leela Sengupta Ltd Lucknow,Lucknow,Uttar Pradesh,3,2769,Boutique Hotel,215,2017,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,0.0,0.0
222,"Royal Chaudhry, Sehgal and Mannan Ahmedabad",Ahmedabad,Gujarat,3,3346,Service Apartment,232,2019,True,True,True,False,True,True,False,False,True,True,False,True,False,False,False,True,3.0,2.0
223,"Leela Mohanty, Bhardwaj and Koshy Lucknow",Lucknow,Uttar Pradesh,3,3336,Service Apartment,208,1997,True,True,True,False,True,True,False,True,False,False,False,True,False,False,True,True,5.0,2.0
224,Taj Dua-Ahluwalia Lucknow,Lucknow,Uttar Pradesh,4,4080,Business Hotel,47,2011,True,True,True,False,False,False,True,True,False,True,True,False,False,True,True,False,2.0,0.0
225,"Grand Bhargava, Tripathi and Nigam Ahmedabad",Ahmedabad,Gujarat,3,3749,Service Apartment,169,1991,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,2.0,1.0
226,Royal Kothari Inc Kolkata,Kolkata,West Bengal,4,4466,Business Hotel,36,2011,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,3.0,0.0
227,Leela Panchal-Sami Delhi,Delhi,Delhi,3,5773,Boutique Hotel,263,2004,True,True,True,False,True,True,False,False,False,False,False,True,False,False,True,True,0.0,0.0
228,"Taj Majumdar, Mahal and Bora Pune",Pune,Maharashtra,5,7961,5-Star Resort,158,2007,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,6.0,3.0
229,Taj Bains Inc Delhi,Delhi,Delhi,4,6695,Hotel,165,2006,True,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,9.0,4.0
230,"Royal Walia, Goel and Goswami Chennai",Chennai,Tamil Nadu,5,5803,5-Star Resort,170,2019,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,2.0,1.0
231,Leela Deshmukh and Sons Kochi,Kochi,Kerala,4,4731,Hotel,221,2001,True,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,0.0,0.0
232,Taj Bhakta-Merchant Kochi,Kochi,Kerala,3,3258,Hotel,188,2015,True,True,True,False,False,False,True,True,False,True,True,False,True,False,False,True,0.0,0.0
233,Grand Puri PLC Lucknow,Lucknow,Uttar Pradesh,5,4611,Business Hotel,66,2013,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.0,1.0
234,Grand Atwal-Minhas Ahmedabad,Ahmedabad,Gujarat,5,6338,Luxury Hotel,32,2005,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,2.0,0.0
235,"ITC Sarkar, Nadkarni and Banerjee Jaipur",Jaipur,Rajasthan,4,4755,Hotel,139,1994,True,True,True,False,False,False,True,True,True,False,True,True,False,False,False,False,1.0,0.0
236,ITC Sem Group Mumbai,Mumbai,Maharashtra,5,10052,Business Hotel,132,1994,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,True,23.0,5.0
237,ITC Ramachandran Ltd Chennai,Chennai,Tamil Nadu,4,5044,Hotel,244,2005,True,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,0.0,0.0
238,Taj Barad and Sons Lucknow,Lucknow,Uttar Pradesh,4,3719,Business Hotel,250,2016,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,True,5.0,1.0
239,Royal Minhas and Sons Chennai,Chennai,Tamil Nadu,3,4176,Boutique Hotel,126,2007,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,1.0,0.0
240,"Royal Raman, Bhatt and Lall Mumbai",Mumbai,Maharashtra,3,5407,Hotel,34,2021,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,2.0,1.0
241,Leela Dhingra PLC Ahmedabad,Ahmedabad,Gujarat,5,5465,Luxury Hotel,130,2019,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,3.0,1.0
242,ITC Misra-Bera Bangalore,Bangalore,Karnataka,4,5630,Hotel,137,1995,True,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,2.0,0.0
243,Grand Sibal-Padmanabhan Pune,Pune,Maharashtra,5,8228,5-Star Resort,278,1992,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,4.0,1.0
244,"ITC Sen, Nazareth and Borde Pune",Pune,Maharashtra,5,7727,Business Hotel,32,2019,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,6.0,1.0
245,Grand Mitter-Lanka Jaipur,Jaipur,Rajasthan,4,5128,Business Hotel,191,1993,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,0.0,0.0
246,ITC Narayanan-Kalita Ahmedabad,Ahmedabad,Gujarat,5,6447,Business Hotel,127,2004,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,4.0,1.0
247,Grand Balakrishnan-Gaba Hyderabad,Hyderabad,Telangana,4,5217,Hotel,254,1995,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,4.0,1.0
248,Grand Mitter-Ganesan Delhi,Delhi,Delhi,3,5164,Boutique Hotel,116,1994,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,3.0,2.0
249,Leela Master and Sons Mumbai,Mumbai,Maharashtra,4,8251,Resort,167,1993,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,1.0,0.0
250,ITC Prakash-Wason Bangalore,Bangalore,Karnataka,3,4193,Service Apartment,37,2010,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,0.0,0.0
251,ITC Tripathi-Morar Hyderabad,Hyderabad,Telangana,3,3748,Service Apartment,95,2018,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,1.0,1.0
252,"ITC Raval, Bajwa and Sarraf Hyderabad",Hyderabad,Telangana,4,5579,Resort,64,2022,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,3.0,2.0
253,Leela Virk Ltd Pune,Pune,Maharashtra,5,7210,5-Star Resort,167,2000,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,2.0,1.0
254,ITC Parikh Inc Pune,Pune,Maharashtra,4,6424,Hotel,122,2001,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,1.0,0.0
255,Royal Sachdeva-Barad Pune,Pune,Maharashtra,4,5885,Hotel,81,2007,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,3.0,3.0
256,Royal Contractor Inc Jaipur,Jaipur,Rajasthan,4,5344,Resort,103,1993,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,False,1.0,1.0
257,"Taj Bedi, Khatri and Prakash Kolkata",Kolkata,West Bengal,4,4355,Hotel,293,2012,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,2.0,1.0
258,"Grand Goswami, Choudhury and Ghosh Bangalore",Bangalore,Karnataka,3,3899,Boutique Hotel,255,1994,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,2.0,2.0
259,"Royal Dash, Raj and Brahmbhatt Delhi",Delhi,Delhi,5,9361,Luxury Hotel,86,1995,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,True,2.0,1.0
260,Royal Deol PLC Pune,Pune,Maharashtra,5,7973,Business Hotel,122,2001,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,15.0,4.0
261,ITC Karnik-Sani Kochi,Kochi,Kerala,4,4222,Hotel,70,2003,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.0
262,"Taj Borde, Palla and Mittal Ahmedabad",Ahmedabad,Gujarat,3,3801,Service Apartment,40,1995,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,True,5.0,2.0
263,"Grand Sur, Dewan and De Hyderabad",Hyderabad,Telangana,5,6711,5-Star Resort,244,1995,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,4.0,1.0
264,"Taj Bhargava, Kapoor and Sampath Delhi",Delhi,Delhi,5,8172,Business Hotel,224,2012,True,True,True,False,False,True,False,True,True,False,True,False,False,True,True,True,6.0,1.0
265,Taj Mahajan-Lall Jaipur,Jaipur,Rajasthan,4,5026,Hotel,175,1996,False,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,2.0,1.0
266,Leela Narula Ltd Delhi,Delhi,Delhi,5,9083,5-Star Resort,38,1992,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,7.0,4.0
267,"Leela Suri, Padmanabhan and Garde Bangalore",Bangalore,Karnataka,5,7281,Business Hotel,213,2012,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,3.0,2.0
268,"Grand Wali, Tata and Kanda Kolkata",Kolkata,West Bengal,4,4319,Resort,78,2011,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,4.0,2.0
269,ITC Bala-De Bangalore,Bangalore,Karnataka,4,5206,Business Hotel,193,2000,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,3.0,1.0
270,Taj Chander Inc Lucknow,Lucknow,Uttar Pradesh,5,4914,Luxury Hotel,291,2020,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,0.0,0.0
271,"Royal Mittal, Chanda and Wason Pune",Pune,Maharashtra,5,7234,Business Hotel,259,2007,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,4.0,2.0
272,Leela Sastry-Nagi Kochi,Kochi,Kerala,3,3285,Boutique Hotel,166,2000,True,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,3.0,1.0
273,Grand Cheema-Peri Kolkata,Kolkata,West Bengal,5,5809,Business Hotel,268,1991,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,0.0,0.0
274,ITC Lal-Rama Mumbai,Mumbai,Maharashtra,4,8232,Resort,274,1995,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,1.0,0.0
275,Grand Sharma Group Chennai,Chennai,Tamil Nadu,4,5222,Resort,299,2017,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,True,4.0,2.0
276,Taj Chandran-Chaudhari Jaipur,Jaipur,Rajasthan,4,5041,Business Hotel,205,1997,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,1.0,0.0
277,Grand Bhandari Ltd Ahmedabad,Ahmedabad,Gujarat,5,6354,5-Star Resort,61,2021,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,True,1.0,0.0
278,"Leela Sangha, Rege and Balan Jaipur",Jaipur,Rajasthan,5,6368,Business Hotel,89,1990,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,True,1.0,0.0
279,"Taj Raman, Lad and Rastogi Pune",Pune,Maharashtra,4,5775,Resort,121,1995,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,0.0,0.0
280,Royal Swamy-Divan Pune,Pune,Maharashtra,4,5981,Hotel,208,2000,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,4.0,2.0
281,Taj Narang-De Lucknow,Lucknow,Uttar Pradesh,3,2836,Service Apartment,116,2016,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,2.0,0.0
282,Taj Grewal-Saha Bangalore,Bangalore,Karnataka,5,7068,Luxury Hotel,68,1993,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,1.0,1.0
283,Taj Sahota LLC Mumbai,Mumbai,Maharashtra,5,9279,Luxury Hotel,277,2021,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,True,0.0,0.0
284,Taj Sule-Chadha Hyderabad,Hyderabad,Telangana,5,7227,5-Star Resort,104,2010,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,1.0,0.0
285,Leela Prabhu-Buch Jaipur,Jaipur,Rajasthan,4,5120,Resort,272,1997,True,True,True,False,True,True,True,True,True,False,True,False,False,True,True,False,3.0,0.0
286,"Taj Toor, Arora and Lata Bangalore",Bangalore,Karnataka,5,6658,Luxury Hotel,165,1997,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,7.0,2.0
287,ITC Bal and Sons Pune,Pune,Maharashtra,4,5988,Hotel,128,1993,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,3.0,2.0
288,Taj Mall PLC Kochi,Kochi,Kerala,3,3122,Boutique Hotel,241,2009,True,True,True,False,True,True,True,False,False,True,True,True,True,False,False,True,9.0,4.0
289,Royal Dubey-Banerjee Kochi,Kochi,Kerala,3,3331,Service Apartment,99,2021,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,10.0,2.0
290,Grand Jaggi-Mitra Ahmedabad,Ahmedabad,Gujarat,4,4858,Resort,149,2012,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,4.0,0.0
291,Royal Sarraf-Dugar Kolkata,Kolkata,West Bengal,5,5695,Luxury Hotel,114,1995,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,2.0,0.0
292,Leela Dua Ltd Lucknow,Lucknow,Uttar Pradesh,3,2924,Boutique Hotel,64,1998,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,2.0,0.0
293,Royal Guha-Ravi Bangalore,Bangalore,Karnataka,5,6499,Business Hotel,247,2021,True,True,False,True,True,True,True,True,False,False,True,False,False,False,True,True,5.0,2.0
294,"ITC Sankaran, Bhatti and Bhargava Jaipur",Jaipur,Rajasthan,3,3297,Service Apartment,269,2004,True,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,6.0,2.0
295,Taj Amble-Dada Mumbai,Mumbai,Maharashtra,4,7723,Business Hotel,259,1998,True,True,True,False,True,True,True,False,True,False,True,False,False,True,True,True,7.0,1.0
296,"Leela Vyas, Bail and Padmanabhan Kolkata",Kolkata,West Bengal,5,5849,5-Star Resort,140,2003,True,True,False,True,True,True,False,True,True,False,True,False,False,True,True,False,2.0,0.0
297,ITC Roy PLC Ahmedabad,Ahmedabad,Gujarat,4,4306,Resort,97,2022,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,3.0,1.0
298,"Royal Parekh, Khanna and Krishnan Lucknow",Lucknow,Uttar Pradesh,4,4234,Business Hotel,169,2018,True,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,1.0,1.0
299,Royal Vig PLC Ahmedabad,Ahmedabad,Gujarat,3,3550,Hotel,291,2016,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,True,11.0,2.0
300,"Leela Biswas, Wali and Swaminathan Chennai",Chennai,Tamil Nadu,4,4749,Hotel,97,1993,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,2.0,1.0
301,"ITC Reddy, Batta and Oza Kochi",Kochi,Kerala,4,4769,Business Hotel,246,2012,True,True,False,True,False,True,False,False,True,True,False,False,True,True,True,True,0.0,0.0
302,ITC Sood Ltd Kochi,Kochi,Kerala,4,4268,Resort,143,2009,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,4.0,2.0
303,ITC Roy-Sami Pune,Pune,Maharashtra,4,6742,Business Hotel,139,2012,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,3.0,1.0
304,Leela Devan-Ramakrishnan Kolkata,Kolkata,West Bengal,5,5358,Luxury Hotel,248,1994,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,6.0,3.0
305,ITC Menon-Chaudry Hyderabad,Hyderabad,Telangana,4,5566,Business Hotel,80,2003,True,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,1.0,0.0
306,"ITC Palla, Banik and Jhaveri Jaipur",Jaipur,Rajasthan,4,4838,Resort,44,2009,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,0.0,0.0
