hotel_name,city,state,address,star_rating,price_per_night,price_range,latitude,longitude,amenities,hotel_type,phone_number,email,website,booking_url,guest_rating,review_count,description,check_in_time,check_out_time,room_types,data_source,data_quality_score
Hotel President Inn,New Delhi,Delhi,,,,,28.6517082,77.0937972,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8439-332102,info@hotelpres.com,https://www.hotelpresident.com,,4.1,72,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Anantkoti,New Delhi,Delhi,,,,,28.4983845,77.18613,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8956-876353,info@anantkoti.com,https://www.anantkoti.com,,4.0,230,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Workcoh Hostel,New Delhi,Delhi,"Building 19, Hauz Khas Village Road",,,,28.554715,77.1940995,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7267-480115,info@workcohho.com,https://www.workcohhostel.com,,3.4,233,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Rosette,New Delhi,Delhi,,,,,28.6446872,77.2153832,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8194-760648,info@hotelrose.com,https://www.hotelrosette.com,,4.1,308,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
The Crescent,New Delhi,Delhi,,,,,28.5246586,77.1907499,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9175-400389,info@thecresce.com,https://www.thecrescent.com,,3.3,170,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Gracious Oyo 38425,New Delhi,Delhi,,,,,28.5441879,77.1283964,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9896-208287,info@graciouso.com,https://www.graciousoyo38.com,,4.0,49,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Mohit Guest House,New Delhi,Delhi,,,,,28.6413569,77.2133521,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6287-807721,info@mohitgues.com,https://www.mohitguesthou.com,,3.6,135,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Delight Delhi Hotel,New Delhi,Delhi,,,,,28.605232,77.0681814,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7854-102744,info@delightde.com,https://www.delightdelhih.com,,3.6,116,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Flagship Le Grand,New Delhi,Delhi,,,,,28.536729,77.2578258,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91-7072-738814,info@flagshipl.com,https://www.flagshiplegra.com,,4.5,171,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
my hotel,New Delhi,Delhi,,,,,28.5311214,77.2103788,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6793-923599,info@myhotel.com,https://www.myhotel.com,,3.4,99,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
The Corus Hotel,New Delhi,Delhi,"B-49, Connaught Circus (Indira Chowk), Connaught Place, New Delhi",,,,28.6340937,77.2186621,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+ 91-11- 43652222,info@thecorus.com,https://www.hotelcorus.com/,,3.3,457,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Almati Inn,New Delhi,Delhi,,,,,28.5508972,77.1308872,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8549-643261,info@hotelalma.com,https://www.hotelalmatiin.com,,4.1,132,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO SilverKey,New Delhi,Delhi,,,,,28.5102941,77.2012843,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9746-149425,info@oyosilver.com,https://www.oyosilverkey.com,,4.1,168,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hôtel viva palace,New Delhi,Delhi,,,,,28.5448901,77.1232405,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91-7207-159454,info@htelviva.com,https://www.htelvivapala.com,,4.5,202,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
Hotel Shyama International,New Delhi,Delhi,,,,,28.5460006,77.1977467,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9107-474846,info@hotelshya.com,https://www.hotelshyamain.com,,3.5,325,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Ambica Palace,New Delhi,Delhi,"300, New Delhi",3.0,,,28.568634,77.1990798,Air Conditioning,Luxury,+91 9810 258 367,info@hotelambi.com,https://www.booking.com/hotel/in/ambica-palace-aiims-delhi-local-id-allow.en-gb.html,,4.5,193,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
karon Hotel,New Delhi,Delhi,,,,,28.5656138,77.2416422,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7927-605256,info@karonhote.com,https://www.karonhotel.com,,4.2,78,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
North Avenue Hotel,New Delhi,Delhi,"31, Bungalow Road",,,,28.6827718,77.2060173,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,911147300400,gm.northavenue@spreehotel.com,https://www.spreehotels.com/,,3.6,339,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO Shri Krishna Palace,New Delhi,Delhi,,,,,28.5141234,77.2056164,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91-8827-920616,info@oyoshrik.com,https://www.oyoshrikrishn.com,,4.2,155,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
Hotel Delhi Aerocity (Purple Orchid),New Delhi,Delhi,,,,,28.5397285,77.1173562,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8980-446846,info@hoteldelh.com,https://www.hoteldelhiaer.com,,4.0,276,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO Aman Hotel,New Delhi,Delhi,,,,,28.6318703,77.3450173,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8240-109188,info@oyoamanh.com,https://www.oyoamanhotel.com,,4.1,378,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
The Orion Plaza,New Delhi,Delhi,,,,,28.5469541,77.2537949,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6805-279729,info@theorion.com,https://www.theorionplaza.com,,3.2,368,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
The Oakland Plaza,New Delhi,Delhi,,,,,28.5469213,77.2540743,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+911147000829,info@theoaklan.com,https://www.theoaklandpla.com,,3.8,495,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Continental Plaza or Daya Continental,New Delhi,Delhi,,,,,28.5470823,77.1259791,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8297-401778,info@continenta.com,https://www.continentalpla.com,,4.1,180,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
KUNDAN PALACE,New Delhi,Delhi,,,,,28.5459335,77.2918462,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91-6515-623086,info@kundanpal.com,https://www.kundanpalace.com,,4.8,411,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
The Singh Empire,New Delhi,Delhi,,,,,28.6445402,77.2154838,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6966-742821,info@thesingh.com,https://www.thesinghempir.com,,4.1,212,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Clark Inn,New Delhi,Delhi,,,,,28.5465156,77.2529361,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9746-294485,info@clarkinn.com,https://www.clarkinn.com,,3.6,469,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Aromatic @ city center,New Delhi,Delhi,,,,,28.6383447,77.210545,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9443-485685,info@aromatic.com,https://www.aromaticcity.com,,3.9,263,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Ritz hotel,New Delhi,Delhi,,,,,28.6453238,77.2167463,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8847-596408,info@ritzhotel.com,https://www.ritzhotel.com,,3.6,358,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Shandon,New Delhi,Delhi,"43 Block 80, Panchkuian Road, New Delhi",4.0,,,28.6385449,77.2102363,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 11 4010 4455,booking@hotelshandon.com,https://hotelshandon.com,,3.9,289,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO 14710 - Hotel Pallvi Palace,New Delhi,Delhi,"Gali Number 5, Arya Nagar Road",,,,28.6456241,77.2174292,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,01246201319,info@oyo14710.com,https://www.oyo14710hot.com,,4.4,266,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
Royal Residence,New Delhi,Delhi,,,,,28.6471629,77.187746,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7905-653728,info@royalresi.com,https://www.royalresidence.com,,3.6,392,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO Aakash Residency,New Delhi,Delhi,,,,,28.5128795,77.2043322,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6375-708841,info@oyoaakash.com,https://www.oyoaakashresi.com,,4.1,397,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Richa Palace,New Delhi,Delhi,,,,,28.5749328,77.2390762,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91-7713-162398,info@hotelrich.com,https://www.hotelrichapal.com,,4.1,187,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
"Lemon Tree Premier, Delhi Airport",New Delhi,Delhi,"Asset No.6, Aerocity Hospitality District, IGI Airport, New Delhi",,,,28.5516096,77.1207961,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,"+91 11 6676 3950, +91 11 4423 2323",info@lemontree.com,https://www.lemontreehotels.com/,,3.7,101,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
my home,New Delhi,Delhi,,,,,28.7134619,77.2170459,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9807-421128,info@myhome.com,https://www.myhome.com,,3.4,255,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Royal Ashray,New Delhi,Delhi,,,,,28.5605976,77.3510215,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9965-119908,info@royalashr.com,https://www.royalashray.com,,3.4,342,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Golden Plate,New Delhi,Delhi,,,,,28.6450712,77.3276109,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8830-869549,info@goldenpla.com,https://www.goldenplate.com,,4.0,332,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Sunshine Inn,New Delhi,Delhi,,,,,28.64505,77.3276082,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7845-980705,info@hotelsuns.com,https://www.hotelsunshine.com,,3.8,88,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel The Cube Stay,New Delhi,Delhi,"273/2, SHAHABAD AIRPORT ROAD,JAIN COLONY SHAHABAD MOHAMMADPUR, DWARKA, NEW DELHI",,,,28.5534224,77.0737637,Air Conditioning,Budget,+91-9999993990,thecubestay@gmail.com,https://www.hotelthecube.com,,3.4,256,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Traditional Inn,New Delhi,Delhi,,,,,28.6821446,77.1756672,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7345-192926,info@traditiona.com,https://www.traditionalinn.com,,4.0,383,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Student's Inn,New Delhi,Delhi,,,,,28.679996,77.1960182,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9520-281201,info@students.com,https://www.studentsinn.com,,3.5,159,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Oyo Flagship 77674,New Delhi,Delhi,,,,,28.6804016,77.1967036,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8352-783698,info@oyoflagsh.com,https://www.oyoflagship77.com,,3.9,412,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Solitaire Hotel,New Delhi,Delhi,,,,,28.631962,77.2802101,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7237-708381,info@solitaire.com,https://www.solitairehotel.com,,4.2,362,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Sun Villa Gurgaon,New Delhi,Delhi,"39E, Akashneem Marg, Gurgaon",,,,28.4845807,77.0847884,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-1244148104,info@sunvilla.com,http://www.sunvillagurgaon.com,,3.6,235,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Major's Den,New Delhi,Delhi,,,,,28.6410628,77.2117303,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9892-579460,info@majorsde.com,https://www.majorsden.com,,4.0,477,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Jerry House,New Delhi,Delhi,,,,,28.5255167,77.133225,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+919711364052,info@jerryhous.com,https://www.jerryhouse.com,,3.5,111,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Block q5,New Delhi,Delhi,,,,,28.548071,77.2043379,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7911-148050,info@blockq5.com,https://www.blockq5.com,,3.6,189,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Z,New Delhi,Delhi,,,,,28.5508858,77.1310181,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7577-852773,info@hotelz.com,https://www.hotelz.com,,4.1,73,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Rainbow Residency,New Delhi,Delhi,,,,,28.5567579,77.2026067,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9673-182964,info@rainbowre.com,https://www.rainbowresiden.com,,3.7,219,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
The Grace House,New Delhi,Delhi,,,,,28.6422478,77.2104551,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8055-465267,info@thegrace.com,https://www.thegracehouse.com,,4.0,408,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Blue Pearl,New Delhi,Delhi,,,,,28.6452808,77.2157696,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9290-775670,info@bluepearl.com,https://www.bluepearl.com,,3.2,363,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Colonel‘s Retreat 2,New Delhi,Delhi,,,,,28.5738162,77.2359199,"Free WiFi, Air Conditioning, 24/7 Front Desk, Pool, Restaurant, Gym, Spa",Resort,+91-8512-355468,info@colonels.com,https://www.colonelsretre.com,,3.4,154,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Radisson,New Delhi,Delhi,"C block sector 55, Noida, 201307, Uttar Pradesh, India",,,,28.6042424,77.3500602,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+911204678888,info@radisson.com,radissonhotels.com/radisson,,4.0,38,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Dev Residency,New Delhi,Delhi,,,,,28.5427905,77.1283298,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6294-890829,info@devreside.com,https://www.devresidency.com,,3.6,265,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Connaught Royale,New Delhi,Delhi,,,,,28.6322817,77.2276687,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8901-861689,info@connaught.com,https://www.connaughtroyal.com,,3.3,237,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Emarald,New Delhi,Delhi,,,,,28.6325535,77.2272428,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7416-674367,info@emarald.com,https://www.emarald.com,,3.8,257,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Silver Shine,New Delhi,Delhi,,,,,28.6435769,77.2126052,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9948-251500,info@silvershi.com,https://www.silvershine.com,,4.1,257,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
The Prime Balaji Deluxe,New Delhi,Delhi,,3.0,,,28.6452304,77.2175467,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6666-491729,info@theprime.com,https://www.theprimebalaj.com,,3.8,74,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
PK Residency,New Delhi,Delhi,,,,,28.5369936,77.365943,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7358-487410,info@pkresiden.com,https://www.pkresidency.com,,4.0,404,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Goodwill Hotel,New Delhi,Delhi,,,,,28.5508793,77.2453386,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6422-778717,info@goodwillh.com,https://www.goodwillhotel.com,,3.8,52,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Sky Rich International,New Delhi,Delhi,,,,,28.6454752,77.1894097,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7119-904787,info@hotelsky.com,https://www.hotelskyrich.com,,3.9,178,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Mi Casa Inn,New Delhi,Delhi,,,,,28.5284571,77.2086965,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8460-141670,info@micasain.com,https://www.micasainn.com,,3.2,134,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Elegant,New Delhi,Delhi,,,,,28.6467057,77.1904595,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7813-982467,info@hoteleleg.com,https://www.hotelelegant.com,,3.9,179,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Paras,New Delhi,Delhi,,,,,28.6473569,77.1892494,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7639-357409,info@hotelpara.com,https://www.hotelparas.com,,3.7,233,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Swisston Palace,New Delhi,Delhi,,,,,28.6454247,77.1895733,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91-9810-372829,info@swisstonp.com,https://www.swisstonpalace.com,,4.2,24,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
Amazone Residency Dlf Phase 3 Gurugram,New Delhi,Delhi,"37/8, V Block, 37 lane, gurugram",,,,28.4977113,77.1007617,Internet,Budget,+919871237434,dlfrooms@gmail.com,https://gurugramhotel.com/,,3.2,205,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Kaushal Palace,New Delhi,Delhi,,,,,28.64155,77.2126352,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91-7047-201809,info@kaushalpa.com,https://www.kaushalpalace.com,,4.3,159,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
Le Roi Express,New Delhi,Delhi,Main Bazar Road,,,,28.6414534,77.2135566,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8687-470659,info@leroiexp.com,https://www.leroiexpress.com,,3.8,183,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Baikunth Kutter,New Delhi,Delhi,,,,,28.5650606,77.1908212,Internet,Budget,+91-7382-984027,hotelbaikunth@gmail.com,https://www.baikunthkutter.com,,4.1,385,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Stay book jaibalaji,New Delhi,Delhi,Galli Number 5,,,,28.6471733,77.2094834,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8649-243548,info@staybook.com,https://www.staybookjaiba.com,,3.7,35,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Fabhotel f9,New Delhi,Delhi,,,,,28.7003247,77.1844043,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7550-649760,info@fabhotelf.com,https://www.fabhotelf9.com,,4.0,231,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Blue Pearl Hotel,New Delhi,Delhi,,,,,28.6452768,77.2158468,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6495-602656,info@bluepearl.com,https://www.bluepearlhote.com,,3.9,266,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
MS Residency,New Delhi,Delhi,,,,,28.7201615,77.1678892,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6905-744912,info@msresiden.com,https://www.msresidency.com,,3.3,238,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO Singh Hotel,New Delhi,Delhi,,,,,28.7203077,77.168615,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8258-451739,info@oyosingh.com,https://www.oyosinghhotel.com,,4.0,361,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Comfort Lodge,New Delhi,Delhi,,,,,28.5895183,77.2524679,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7483-762048,info@comfortlo.com,https://www.comfortlodge.com,,4.0,357,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel BNB Palace,New Delhi,Delhi,,,,,28.7202616,77.1692366,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91-6639-978808,info@hotelbnb.com,https://www.hotelbnbpalac.com,,4.7,272,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
Swagath,New Delhi,Delhi,,,,,28.5365331,77.2114081,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9573-595378,info@swagath.com,https://www.swagath.com,,3.7,26,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Solitaire Hotel and Restaurant,New Delhi,Delhi,,,,,28.6320246,77.2800687,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7262-155234,info@solitaire.com,https://www.solitairehotel.com,,3.3,281,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Jyoti Mahal A Royal Heritage Hotel,New Delhi,Delhi,,,,,28.6419168,77.211783,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8622-890701,info@jyotimaha.com,https://www.jyotimahalar.com,,4.0,59,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel The Oak Plaza New Delhi,New Delhi,Delhi,"Plot 5/3, Deshbandhu Gupta Road",,,,28.6455507,77.2114121,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+919711611704,info@hotelthe.com,https://www.hoteltheoakp.com,,3.7,230,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Grace Home,New Delhi,Delhi,"D-182 Saket, New Delhi, Delhi 110017, India",,,,28.5241241,77.204222,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6275-883749,info@gracehome.com,https://www.gracehome.com,,3.7,22,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Golden Tulip Essential,New Delhi,Delhi,,,,,28.6298062,77.1134086,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8897-410171,info@hotelgold.com,https://www.hotelgoldentu.com,,3.8,471,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Siddharth,New Delhi,Delhi,"4830, Laddu Ghati",,,,28.640227,77.2138774,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 98733 11076,info@hotelsidd.com,https://www.hotelsiddharth.com,,3.6,343,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
ITC Welcomhotel,New Delhi,Delhi,"New Delhi, Sector 10",,,,28.5794639,77.0558929,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+911142229222,info@itcwelcom.com,https://www.itchotels.com/in/,,4.2,174,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
The Neem,New Delhi,Delhi,,,,,28.5497414,77.2327282,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7075-616885,info@theneem.com,https://www.theneem.com,,3.4,242,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Maddonna,New Delhi,Delhi,,,,,28.6400083,77.1827795,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9984-318056,info@maddonna.com,https://www.maddonna.com,,3.3,375,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Caspia Hotel - New Delhi,New Delhi,Delhi,"Outer Ring Rd, New Delhi, Delhi",,,,28.7256794,77.1438487,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8215-127594,info@caspiahot.com,https://www.caspiahotel.com,,3.3,215,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Kailash Hotal,New Delhi,Delhi,,,,,28.5155598,77.1040658,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9350-724955,info@kailashho.com,https://www.kailashhotal.com,,3.6,163,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
MILAN INN GUEST HOUSE,New Delhi,Delhi,,,,,28.6896902,77.2975386,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6415-200286,info@milaninn.com,https://www.milaninnguest.com,,3.5,377,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
HOTEL DEV PALACE,New Delhi,Delhi,,,,,28.6886196,77.2921889,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91-7211-813207,info@hoteldev.com,https://www.hoteldevpalac.com,,4.0,333,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
GOVINDAM HOTEL,New Delhi,Delhi,,,,,28.6860774,77.2976723,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9134-112700,info@govindamh.com,https://www.govindamhotel.com,,4.1,134,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
fabhotel fortune city,New Delhi,Delhi,,,,,28.5019702,77.2829091,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9742-698957,info@fabhotelf.com,https://www.fabhotelfortun.com,,3.2,159,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
