hotel_id,name,star_rating,price_per_night_inr,vegetarian_restaurant,wifi_available,parking_available,ac_available,latitude,longitude,gym_available,pool_available,spa_available,business_center,room_service,metro_distance_km,railway_distance_km,airport_distance_km,property_type_Business Hotel,property_type_Guesthouse,property_type_Heritage Property,property_type_Hotel,property_type_Resort,city_Bangalore,city_Chennai,city_Delhi,city_Hyderabad,city_Jaipur,city_Kolkata,city_Lucknow,city_Mumbai,city_Pune,state_Gujarat,state_Karnataka,state_Maharashtra,state_Rajasthan,state_Tamil Nadu,state_Telangana,state_Uttar Pradesh,state_West Bengal
96,OYO Kolkata Premium,-1.6163447893118437,-0.18405266686398244,1,1,1,0,-1.7750401057567824,2.29272758043569,1,0,1,0,0,-1.6318300834465933,0.4722687953471747,0.8544312945879569,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
97,Radisson Pune,1.745204165929427,0.5908923187275449,0,0,1,1,-0.5854397493539877,-1.3344489791880842,1,1,1,1,0,0.9829579752975302,-0.2824041310577431,-0.3383461317252003,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
98,ITC Chennai,-0.07563485149292773,-0.7853508618819613,1,1,1,0,1.8794093177645705,1.825429012667498,1,1,0,1,1,-0.01315176136689784,-0.3744374147656599,-0.8397684892835978,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
99,Chennai Grand Hotel,-1.196151169906685,0.026540249363512465,0,0,1,0,-0.06307698027068458,-0.021228978089926607,1,0,0,0,1,0.42264624842378923,0.8035886166956754,-1.0372985089278148,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
100,Hilton Pune,-0.07563485149292773,0.36034849464691887,0,0,0,0,-0.46526805684030226,1.226753723976574,0,1,0,1,0,-0.01315176136689784,0.17776228748184097,-1.1816473694370506,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
101,Oberoi Chennai,-1.0560866301049652,-1.2458843181584043,0,1,1,1,0.7796290030599609,0.5530631549297502,1,1,0,1,0,1.8545539948789043,-1.0370770574626609,-0.9841173497928334,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
102,OYO Delhi Premium,1.745204165929427,1.1746411040598992,1,0,1,0,-0.06307698027068458,-0.021228978089926607,0,0,0,0,0,2.165838287586538,-0.13515087712507606,1.2342967169806822,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,Radisson Chennai,-0.6358930106998066,-1.447610164228952,1,1,1,0,0.40416399489599303,1.0737591767358567,0,1,0,1,0,2.010196141232721,-0.5953172956646601,0.9759882297536291,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
104,OYO Ahmedabad Premium,0.48462330771394996,1.245208204058937,1,0,1,1,-0.06307698027068458,-0.021228978089926607,1,1,1,1,0,0.5782883947776061,-1.5340567894854116,-1.1208689018542144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
105,Hilton Chennai,-0.21569939129464746,-1.358570001402941,0,0,1,1,-0.3191771042765333,-2.0537362387200053,0,1,0,1,1,-0.01315176136689784,0.06732234703234086,-0.8169765639400343,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
106,Hilton Lucknow,-0.9160220903032456,0.42112487134766086,0,1,0,0,-1.0234066958213268,0.9724765260843585,1,1,0,0,0,-2.0053712346957537,-1.7365300136428288,-1.052493125823524,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
107,Hyatt Ahmedabad,0.48462330771394996,0.28091432449093395,1,1,1,1,-0.06307698027068458,-0.021228978089926607,0,0,1,1,0,-0.01315176136689784,0.19616894422342426,-1.5235262495905033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
108,Hyderabad Grand Hotel,1.6051396261277078,-0.8516691574307953,0,1,0,1,0.3315508095930218,1.6493334957641994,0,0,1,1,0,-0.2933076248037683,1.1533150947857589,-0.47509768378658146,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
109,Lemon Tree Lucknow,-0.3557639310963672,0.25117269333950704,0,0,0,1,1.8999540440303775,-0.20769936790853719,0,1,0,1,1,-1.5695732249050665,0.7115553329877585,0.5277470313302133,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
110,Radisson Pune,-0.49582847089808696,-1.1705142218243534,0,0,0,0,-1.6764519088775456,-0.2115611836643543,0,1,1,1,0,0.4537746776945525,0.9692485273699256,1.3178671099070818,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
111,Oberoi Mumbai,-0.3557639310963672,-1.2117091519285037,1,1,0,1,-0.7807896306769991,0.06479356591258575,0,0,0,0,1,2.010196141232721,0.7483686464709252,0.05671390756323397,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
112,ITC Lucknow,-0.21569939129464746,-0.904317386487669,1,0,0,0,-0.06307698027068458,-0.021228978089926607,0,1,0,0,1,-1.445059507822013,-0.3744374147656599,-0.5434734598172721,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
113,Lemon Tree Ahmedabad,1.0448814669208288,0.24821700328719135,0,0,0,1,-0.06307698027068458,-0.021228978089926607,1,0,1,0,0,-0.01315176136689784,-1.5340567894854116,1.2646859507721007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
114,Treebo Pune,-0.07563485149292773,0.10874537894354337,0,1,0,0,2.1075309861017693,0.003028435486350112,1,0,1,1,1,-0.01315176136689784,-0.5400973254399101,0.5733308820173404,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
115,Lemon Tree Mumbai,1.745204165929427,0.6945262011868648,0,1,1,1,0.09690751259866588,0.17896447461065937,1,0,0,0,0,-0.01315176136689784,0.2882022279313411,0.07190852445894293,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
116,Hyderabad Grand Hotel,-0.07563485149292773,0.0638558362739984,1,1,1,0,-0.13490401128089777,-1.2081829077058677,1,0,0,0,1,1.3876275558174538,-1.3683968788111613,1.2646859507721007,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
117,Treebo Delhi,1.0448814669208288,-0.24796946424530986,1,1,0,0,-0.06307698027068458,-0.021228978089926607,1,1,0,0,1,-0.01315176136689784,1.3189750054600096,-0.10282956984171077,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,Hyatt Pune,-1.7564093291135634,-0.4242024836146346,0,1,1,1,-1.2166413411315804,-1.6213619244541657,0,0,0,0,1,1.5743981314420343,0.3802355116392579,1.1431290156064284,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
119,Lemon Tree Kolkata,0.3445587679122309,-0.9135539179011557,1,1,0,1,0.862414819814934,0.14350919077307697,0,0,1,0,1,-0.04428019063766138,-1.2763635951032446,-0.5586680767129811,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
120,Lemon Tree Ahmedabad,-1.6163447893118437,0.44883446558812073,0,1,1,0,-0.06307698027068458,-0.021228978089926607,0,0,0,0,0,-1.8808575176127003,-1.6629033866764953,0.9607936128579203,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
121,Kolkata Grand Hotel,-0.7759575505015258,1.5298781022225947,1,0,0,1,-0.920028200710671,0.2870634202177579,1,0,1,0,1,-0.01315176136689784,0.5090821088303417,-0.7941846385964707,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
122,Marriott Mumbai,-0.7759575505015258,-1.1978543548082738,1,1,1,0,-0.06307698027068458,-0.021228978089926607,0,1,1,1,1,-0.01315176136689784,0.21457560096500788,0.1858681511767605,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
123,Hilton Lucknow,-1.196151169906685,0.04704534910145276,0,1,1,0,-0.06307698027068458,-0.021228978089926607,1,1,1,1,0,-0.01315176136689784,0.8956219004035921,0.6720958918394488,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
124,Leela Palace Ahmedabad,0.20449422811051113,-0.09778346346201743,0,0,0,1,1.6443757600869453,-1.7141266215794502,0,0,0,0,0,1.6677834192543242,1.1901284082689263,-1.3183989214984317,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
125,Treebo Ahmedabad,0.6246878475156703,0.44403146925310766,0,1,0,1,-0.6897554767273126,-0.866985259912229,1,0,0,1,1,1.294242268005164,-0.17196419060824297,-1.2120366032284686,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
126,Marriott Bangalore,-0.21569939129464746,0.8652173017080975,1,0,1,0,-0.5323892835124026,-1.7615948758073874,1,1,0,0,1,-1.849729088341937,-1.4420235057774948,-0.9081442653142884,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
127,Leela Palace Delhi,0.3445587679122309,1.419963378402104,0,1,1,0,-0.06307698027068458,-0.021228978089926607,0,1,0,1,1,1.0452148338390568,-1.4236168490359113,-0.5662653851608355,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,Leela Palace Kolkata,-0.3557639310963672,-0.9185416448644385,1,1,1,1,0.9838648977126354,0.6649401904586968,0,1,1,1,1,-0.01315176136689784,0.2882022279313411,-0.32315151482949134,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
129,Radisson Pune,1.0448814669208288,-0.22450867445505385,1,1,0,1,-0.06307698027068458,-0.021228978089926607,0,1,1,0,0,-0.01315176136689784,0.9692485273699256,1.074753239575738,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
130,Marriott Chennai,-0.3557639310963672,-0.26514941267439496,1,1,0,0,1.5634896838082994,0.3994572250882356,0,1,1,1,1,-2.06762809323728,-1.5708701029685783,1.0595586226800287,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
131,Oberoi Jaipur,0.48462330771394996,1.3085708095554553,0,0,1,1,-0.744032187276874,0.14564297278714336,0,0,1,0,0,-0.01315176136689784,1.1901284082689263,-1.4399558566641038,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
132,Hyatt Delhi,-1.3362157097084046,-1.3912673226066836,1,1,1,1,-0.06307698027068458,-0.021228978089926607,0,1,0,1,0,-0.01315176136689784,-1.3683968788111613,1.439424045072754,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,Hyatt Hyderabad,-0.7759575505015258,-1.337880171036731,1,0,0,0,1.557398612921988,-1.3859994045260773,1,1,1,1,1,-0.13766547844995145,-0.4296573849904098,-1.1208689018542144,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
134,Hilton Mumbai,1.0448814669208288,0.8140469176773817,0,1,0,0,-1.7158672268496593,-0.47024778880158863,1,1,1,1,0,-0.1687939077207147,-0.7793838630804937,1.2494913338763913,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
135,Taj Hyderabad,0.20449422811051113,-1.676121951398611,1,0,0,1,0.4362445207591354,0.06584642594194778,1,1,1,1,0,0.20474724352844584,0.4538621386055914,0.7328743594222852,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
136,Radisson Mumbai,-1.7564093291135634,0.5532072705605195,0,1,1,1,1.9839025545308402,2.196831138425514,1,1,1,0,0,1.1074716923805838,0.25138891444817446,0.08710314135465189,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
137,Taj Pune,0.3445587679122309,-1.347486163706757,1,1,0,0,-0.06307698027068458,-0.021228978089926607,0,0,0,0,0,2.010196141232721,-1.2947702518448279,0.9987801550971929,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
138,Leela Palace Delhi,-1.3362157097084046,0.9969302396644167,0,0,1,0,-0.06307698027068458,-0.021228978089926607,0,0,1,1,1,-0.01315176136689784,-0.7057572361141604,0.7708609016615577,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,Lucknow Grand Hotel,-1.0560866301049652,0.25985503286818445,1,1,0,0,0.7943370067234078,-0.9711613588442429,1,0,0,1,1,1.3876275558174538,-1.2763635951032446,-1.5994993340690484,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
140,Leela Palace Chennai,-1.0560866301049652,0.7004375812914962,1,0,1,1,-0.06307698027068458,-0.021228978089926607,1,1,0,1,1,-0.01315176136689784,-1.5892767597101616,1.5229944379991538,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
141,OYO Pune Premium,-0.3557639310963672,-1.5458868584684495,0,1,0,1,-0.06307698027068458,-0.021228978089926607,1,1,1,0,0,0.2358756727992091,-1.552463446226995,-0.680225011878653,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
142,Hyatt Bangalore,-1.0560866301049652,1.4583873490822081,1,0,0,0,-0.011982150865613068,1.9305362164783768,0,0,1,1,0,-2.129884951778807,1.0612818110778421,-0.680225011878653,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
143,Hilton Ahmedabad,-0.49582847089808696,-0.31539614356376217,1,1,1,0,1.2720612908882423,1.1495721526747382,1,0,0,1,1,-0.8224909224067457,0.8035886166956754,-0.41431921620374534,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
144,Lucknow Grand Hotel,0.7647523873173895,0.4043143841751152,1,1,0,0,-1.8830895966101895,-1.878339357163891,1,0,1,0,1,-0.01315176136689784,-0.5769106389230768,-1.0297012004799604,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
145,Hyderabad Grand Hotel,-1.6163447893118437,-0.8670017995771832,0,1,0,0,-0.6323888894948602,-0.6935080921206923,0,0,0,1,0,0.39151781915302597,-1.1659236546537444,-0.589057310504399,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
146,Leela Palace Kolkata,-1.196151169906685,-1.7136222689373666,0,1,1,0,-0.06307698027068458,-0.021228978089926607,1,1,0,1,0,-0.01315176136689784,-0.945043773754744,1.720524457643371,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
147,Treebo Bangalore,1.3250105465242683,-1.187324708996899,0,0,1,0,0.8613237653362464,-0.5695354337755448,1,1,0,0,0,-0.01315176136689784,1.3189750054600096,0.049116599115379356,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
148,Radisson Pune,0.20449422811051113,-1.1104767676366905,1,1,0,1,-0.06307698027068458,-0.021228978089926607,0,0,1,1,0,-0.5734634882406385,0.785181959954092,0.23145200186388765,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
149,Radisson Delhi,0.3445587679122309,1.1977324325936158,1,0,1,0,-1.6179767906517222,-1.2140388090751155,0,0,1,1,1,0.2358756727992091,-0.061524250158742536,-1.4475531651119582,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,Hyatt Mumbai,-1.476280249510124,1.183138712960307,1,1,1,1,2.050386393936003,-0.022159392920709065,0,0,0,1,0,1.7300402777958512,-0.48487735521516,-0.11042687828956511,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
151,Marriott Kolkata,-0.07563485149292773,-0.3549284980134849,1,1,1,1,1.3430283618288097,-0.28712804245393153,1,1,0,0,0,-1.196032073655906,-0.7241638928557437,-0.2851649725902188,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
152,Hilton Mumbai,0.20449422811051113,1.404076544370907,1,1,0,1,-0.06307698027068458,-0.021228978089926607,1,1,1,0,1,-0.01315176136689784,-0.24559081757457615,1.7737056167783523,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
153,Lemon Tree Bangalore,-0.9160220903032456,-1.3188529163249485,0,0,0,0,1.7995077036684415,-2.0731354837818303,0,1,0,1,1,0.3603893898822627,1.59507485658376,-1.2956069961548682,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
154,Lemon Tree Delhi,0.9048169271191098,0.007328264023460297,0,0,0,0,0.3538647079940473,-0.024489761966180964,1,0,1,0,0,-0.01315176136689784,-1.607683416451745,-0.01166186846745675,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,Radisson Kolkata,-1.6163447893118437,0.11003849334143151,0,0,1,1,2.038498030930874,-0.15761445135303914,0,0,1,1,0,1.4498844143589809,0.8219952734372586,0.9607936128579203,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
156,Hyderabad Grand Hotel,0.0644296883087914,-0.7620748027199751,0,0,1,1,1.623665223582651,-1.2354896437572185,0,1,0,1,0,-0.1687939077207147,-0.39284407150724315,1.5153971295512991,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
157,ITC Mumbai,-0.49582847089808696,0.9758709480416672,0,0,0,1,-0.06307698027068458,-0.021228978089926607,0,1,0,1,1,-0.01315176136689784,0.9508418706283424,-0.9081442653142884,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
158,Treebo Chennai,-0.9160220903032456,-0.4729713694778439,0,1,1,0,-0.06307698027068458,-0.021228978089926607,1,1,0,0,0,-0.5423350589698752,-0.5585039821814936,-0.7789900217007617,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
159,Oberoi Ahmedabad,0.6246878475156703,0.6795630202970164,1,1,0,0,-1.5892988410937052,-1.8442350341271663,0,0,0,0,1,1.2008569801928735,1.3741949756847598,1.1127397818150104,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
160,Hyatt Lucknow,0.6246878475156703,-0.8773467147602881,1,0,0,0,-0.06307698027068458,-0.021228978089926607,1,0,1,0,0,1.5743981314420343,1.1717217515273426,1.3558536521463542,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
161,Oberoi Bangalore,-1.476280249510124,-0.949945851670293,0,1,0,1,-1.1066756443252022,1.747121742927626,0,0,0,0,1,1.6677834192543242,0.2697955711897578,1.591370214029844,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
162,Marriott Delhi,1.3250105465242683,1.3050609276183303,0,0,0,1,-0.06307698027068458,-0.021228978089926607,0,0,0,1,0,-0.01315176136689784,-1.1475169979121609,-1.3639827721855586,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,Treebo Hyderabad,1.745204165929427,0.1726621763248708,1,1,0,0,1.197944547586444,0.4345818992224531,1,0,0,0,0,-0.01315176136689784,-0.4296573849904098,-1.5083316326947944,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
164,OYO Chennai Premium,-0.49582847089808696,-1.6391758257446645,1,1,1,1,1.6312238884003822,-0.7402499557341411,1,1,1,0,0,0.08023352644539222,0.06732234703234086,-0.15601072897669224,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
165,Radisson Bangalore,1.745204165929427,1.2428067058914305,1,1,0,1,1.0037053637668885,-1.5446478990639982,1,1,0,1,0,-0.01315176136689784,-0.8714171467884105,0.19346545962461514,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
166,Lemon Tree Mumbai,1.745204165929427,-1.070020760045619,1,1,1,0,-1.5244153304711554,-1.0041958006655807,1,1,0,0,1,-0.01315176136689784,-0.8346038333052439,0.436579329955959,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
167,Hyatt Bangalore,1.1849460067225481,-1.0894174760139408,1,0,1,1,0.508752558105993,1.3314481256903021,1,0,0,0,1,-0.01315176136689784,-1.0554837142042441,1.5533836717905716,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
168,ITC Hyderabad,-1.7564093291135634,-1.1856621333424715,0,1,1,1,-0.06307698027068458,-0.021228978089926607,1,0,0,0,0,1.4187559850882174,1.282161691976843,1.2798805676678093,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
169,Treebo Hyderabad,-0.6358930106998066,-1.0229144498368372,1,1,1,1,1.7047020889631974,2.1191421517672615,0,0,1,1,0,-0.19992233699147824,1.1533150947857589,0.717679742526576,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
170,Hyatt Ahmedabad,0.48462330771394996,-0.7147837618829236,1,1,1,1,0.4323046499529886,1.43953572384005,1,0,0,1,1,-0.04428019063766138,1.3373816622015926,-0.13321880363312869,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
171,Oberoi Delhi,0.48462330771394996,-1.6495207409277695,1,0,1,0,-1.0009177434054526,-0.5905771466169346,0,1,1,1,1,-0.13766547844995145,-0.04311759341715924,-1.0752850511670875,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,Radisson Ahmedabad,-0.9160220903032456,-0.04070169932667012,1,0,0,1,-0.18158060445310695,0.42015590736078245,0,0,1,0,1,-0.38669291261605837,0.17776228748184097,-1.6374858763083209,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
173,Lemon Tree Delhi,1.6051396261277078,0.11945975538318786,1,0,0,0,-0.06307698027068458,-0.021228978089926607,0,0,0,0,0,1.1697285509221103,-1.0002637439794941,-0.4675003753387271,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,Hilton Kolkata,0.0644296883087914,-1.0809198671135332,1,0,1,0,0.5165012980751603,-1.2941158221297056,0,1,0,1,0,-0.38669291261605837,1.4662282593926765,1.226699408532828,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
175,Taj Lucknow,0.9048169271191098,1.0026568891407783,1,0,1,1,-0.22924035990178238,0.47390114563210717,1,1,1,1,0,-0.01315176136689784,0.34342219815609126,-0.5358761513694176,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
176,Hyatt Pune,1.6051396261277078,-0.22173771503100786,0,0,0,0,-0.06307698027068458,-0.021228978089926607,0,1,1,1,0,-0.01315176136689784,1.447821602651093,-1.1816473694370506,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
177,Hilton Bangalore,0.20449422811051113,0.2269729810361721,1,0,0,0,1.7019308336967724,0.24613620843264697,0,1,1,1,0,0.7650589704021862,-1.0738903709458276,0.9304043790665019,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
178,Oberoi Bangalore,0.6246878475156703,-0.8379990909388351,0,1,1,0,-0.06307698027068458,-0.021228978089926607,0,1,0,1,0,2.072452999774248,1.6318881700669265,-0.5662653851608355,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
179,Jaipur Grand Hotel,-1.7564093291135634,-0.2030799215757649,0,1,0,1,-0.06307698027068458,-0.021228978089926607,0,0,1,1,1,-0.01315176136689784,0.8035886166956754,-1.2272312201241777,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
180,Hyatt Mumbai,-0.7759575505015258,-0.1249388658176681,1,0,1,0,1.8846723484964854,-1.9505021320921516,1,0,0,0,1,-0.01315176136689784,-0.6689439226309936,-0.8853523399707248,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
181,Hilton Bangalore,-1.476280249510124,1.3333247137435993,0,0,1,0,-1.1484531804597369,-0.6522387698308457,0,1,1,0,0,0.6405452533191331,1.447821602651093,-0.8017819470443253,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
182,Treebo Mumbai,1.3250105465242683,0.5840572854815648,0,0,0,1,-0.06307698027068458,-0.021228978089926607,0,0,0,1,0,-0.01315176136689784,-1.0922970276874109,0.11749237514607007,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
183,Leela Palace Delhi,1.6051396261277078,1.5320948697618315,1,1,1,1,-0.06307698027068458,-0.021228978089926607,1,0,1,1,1,-0.7602340638652189,-1.460430162519078,-1.4551504735598129,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,Hilton Kolkata,-1.476280249510124,-0.34643088911307723,0,0,0,0,-1.9713546618035365,0.8660266420496088,1,1,1,0,1,0.8273158289437132,0.34342219815609126,-0.6726277034307987,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
185,Hyatt Ahmedabad,-0.3557639310963672,-1.5379434414528512,1,1,1,0,-0.06307698027068458,-0.021228978089926607,0,1,0,0,1,0.2358756727992091,-1.349990222069578,-1.622291259412612,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
186,Hyatt Lucknow,0.0644296883087914,-1.2091229231327274,1,0,1,0,-0.06307698027068458,-0.021228978089926607,1,1,1,1,0,-1.445059507822013,1.0244684975946756,1.2798805676678093,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
187,Marriott Jaipur,0.48462330771394996,-1.2817220600427324,1,0,1,1,-0.06307698027068458,-0.021228978089926607,0,1,1,1,0,-0.01315176136689784,1.3741949756847598,-0.5510707682651265,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
188,Radisson Ahmedabad,0.3445587679122309,0.1259253273726285,1,0,0,0,-0.7301767775487851,1.3656950586640066,0,0,0,1,0,-0.01315176136689784,-0.15355753386665935,-0.41431921620374534,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
189,Marriott Kolkata,0.20449422811051113,-0.6604729571716222,1,0,1,1,1.670390057712748,-1.788090575346171,1,0,1,1,0,2.2592235753988286,-0.11674422038349275,1.0139747719929015,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
190,Hyatt Hyderabad,-0.9160220903032456,0.037069895174887214,0,1,0,0,0.7335819977183843,1.64283830318283,1,1,0,1,1,0.29813253134073564,1.282161691976843,-1.1360635187499235,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
191,Radisson Ahmedabad,-1.6163447893118437,1.2274740637450428,1,0,0,1,-1.1760129219460047,1.9085196957129176,0,1,1,0,1,-0.01315176136689784,0.04891569029075757,1.1963101747414095,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
192,Lemon Tree Kolkata,0.20449422811051113,-0.6721109867526154,0,0,1,0,1.7579590954328628,0.16817626289413162,0,0,1,1,0,-1.9119859468834635,0.4722687953471747,-0.9157415737621428,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
